blind_id,run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,dup_amplitude_adc,dup_cfd20_sample,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,amplitude_log,dup_amplitude_log,baseline_mad_log,baseline_slope_scaled,baseline_slope_abs_scaled,charge_bias_log,charge_bias_abs,dropout_depth,secondary_fraction,timing_tail_gt5,dropout_harm,cfd20_centered,n_selected_event,downstream_any,three_stave_event,current_group,current_nA,taxon,label_baseline_excursion,label_pileup_or_long_tail,q_template_rmse,template_bin,_row,subtype_true,ledger_subtype_visible_to_reviewer,z_baseline_mad,z_abs_slope,z_early_fraction,z_late_fraction,z_timing_span,z_charge_bias,z_dropout_depth,z_secondary_fraction,shape_score,endpoint_score,hybrid_score,reviewer_shape_physical,reviewer_endpoint_physical,reviewer_hybrid_physical,reviewer_votes,reviewer_consensus_physical,reviewer_unanimous
P09I0040,45,44650,7951,40341,sample_i_analysis,B2,0,0,4067.0,5655.5,,3,1.1858865,0.0,0.37433848,5,3466.0,8444.0,15172.0,1,0.7553479,3,-0.22817802,-1.5866731,1.6419547,18.0,8.310906,8.64056,8.151045,8.444,8.444,-0.32965374,0.32965374,0.22817802,0.0,True,True,-2.4396722,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.69479686,4,271089,pretrigger_slope,False,1.0,0.8249186347325378,0.3312386048034224,0.0,1.0,0.32237872388553407,0.09924632682320844,0.0,0.6934828334921385,0.09920508563363403,0.5895138925027626,True,False,True,2,True,False
P09I0041,52,198918,2939,4553,sample_i_analysis,B2,0,0,7186.0,3516.0,,6,5.454217,0.34981248,0.121523775,7,260.0,6580.0,14262.0,1,0.87712216,3,0.39576957,0.0,2.1970627,18.0,8.880029,8.165363,5.5645204,6.58,6.58,0.7146654,0.7146654,-0.0,0.3068283,True,False,-1.8845642,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.56748044,5,363049,rising_edge_distortion,False,0.0,0.30640629781078754,0.004606321596635039,1.0,1.0,0.7688897128234856,-0.0,1.0,0.23436664936198331,0.6245335310776365,0.5120260613494708,False,True,False,1,False,False
P09I0042,53,229946,15637,25576,sample_i_analysis,B2,0,0,2561.5,4061.5,0.0,3,0.25688094,0.0,0.3606407,3,2161.5,5242.0,12013.0,1,0.46281475,3,-0.7524888,-2.688659,1.6454158,1.6454158,7.8487387,8.309554,7.6790204,5.242,5.242,-0.46081543,0.46081543,0.7524888,0.0,False,True,-2.436211,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7155433,3,387708,early_sample_offset,False,0.5020342055029599,0.0,0.3135413068702809,0.0,0.00586238556204961,0.47449135318271707,0.32729598309076363,0.0,0.24027166765187025,0.18588304104382009,0.24489260095653473,False,False,False,0,False,True
P09I0043,50,141188,14944,12203,sample_i_analysis,B2,0,0,6898.0,4052.0,,4,7.52305,0.26036292,0.12594996,7,698.5,6717.0,14337.0,1,0.5562482,3,0.166715,0.0,2.1284962,18.0,8.839131,8.307213,6.550366,6.717,6.717,0.5319185,0.5319185,-0.0,0.1448264,True,False,-1.9531307,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.34846738,4,319146,rising_edge_distortion,False,0.0,0.3445158418871179,0.010324877059797809,0.9649665120422403,1.0,0.5569519781472295,-0.0,0.6751972324943494,0.24454227992367192,0.5118906553262583,0.47718719798497633,False,True,False,1,False,False
P09I0044,45,17274,15674,12974,sample_i_analysis,B2,0,0,4748.0,5699.5,,3,1.7750633,0.02973387,0.41593376,3,2972.0,8110.0,14848.0,1,0.4113311,2,-0.3510952,-0.68470937,1.6838884,18.0,8.46569,8.648309,7.997327,8.11,8.11,-0.1826191,0.1826191,0.3510952,0.012230465,True,True,-2.3977385,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.62885195,4,257083,pretrigger_slope,False,0.8145884349150649,0.7320092353055718,0.38497899651452017,0.11020074910596872,1.0,0.1518576998871033,0.15270931426813034,0.05701982594415799,0.6412049192067687,0.11002127901262998,0.5754169073945955,True,False,True,2,True,False
P09I0045,45,47128,10278,42817,sample_i_analysis,B2,0,0,5129.5,5393.0,,3,0.24524796,0.014613428,0.39201987,2,2676.0,8596.0,15464.0,1,0.8707476,2,-2.0147188,-2.199922,1.7720499,18.0,8.542958,8.593042,7.8924522,8.596,8.596,-0.050084114,0.050084114,2.0147188,0.012724608,True,True,-2.309577,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.75029457,4,272374,pretrigger_slope,False,0.7004415479243393,0.8672007566274446,0.35408265885466783,0.054160817700694135,1.0,0.0,0.8763045646625486,0.059323577097652486,0.754186592990763,0.21744380551757947,0.6503543354928364,True,False,True,2,True,False
P09I0046,48,74144,2130,9236,sample_i_analysis,B2,0,0,7551.5,5225.5,,4,6.4573927,0.22822677,0.15508741,3,1275.0,8015.0,15597.0,1,0.49493477,2,0.13871416,0.0,2.0482707,18.0,8.929634,8.561497,7.1514854,8.015,8.015,0.36813736,0.36813736,-0.0,0.11295736,True,False,-2.0333562,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3495828,5,284880,tail_recovery_dropout,False,0.16017199159323608,0.7055829091212552,0.04796996507128674,0.8458623455350962,1.0,0.36700947409219625,-0.0,0.5266201249348732,0.37961920971617424,0.40918295052153375,0.4881927344808207,False,False,False,0,False,True
P09I0047,52,196925,1079,2560,sample_i_analysis,B2,0,0,8348.5,7027.5,,4,6.172606,0.27345228,0.13082013,4,3904.0,-6752.0,15801.0,1,0.85135055,2,0.27819368,0.0,1.151272,18.0,9.029957,8.857729,8.270013,-6.752,6.752,0.17222786,0.17222786,-0.0,0.23280375,True,False,-2.9303548,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.38904655,5,361646,rising_edge_distortion,False,1.0,0.3542518567971293,0.016617053563950136,1.0,1.0,0.13980662889176879,-0.0,1.0,0.5080115152728221,0.4735535909340245,0.5537321361103278,False,False,False,0,False,True
P09I0048,55,295581,2503,14177,sample_i_analysis,B2,0,0,3361.5,5361.5,0.0,3,-2.4164808,0.0,0.6389969,3,2917.5,7269.0,14066.0,1,0.12628292,3,-0.8122862,-3.2347167,1.6359005,1.6359005,8.1204405,8.587186,7.978825,7.269,7.269,-0.46674538,0.46674538,0.8122862,0.0,False,True,-2.4457264,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.84858656,3,439717,early_sample_offset,False,0.7935715249792725,0.49806670561072636,0.6731727656130198,0.0,0.005283983963636515,0.4813685159129382,0.35330494006031804,0.0,0.5044099314953614,0.19325553063237513,0.33720625712343044,False,False,False,0,False,True
P09I0049,45,25434,6888,21131,sample_i_analysis,B2,0,0,5530.5,4262.5,,4,7.013833,0.2125399,0.15483588,7,1123.5,6430.0,13486.0,1,0.5700208,3,0.051261187,0.0,2.0049248,18.0,8.618215,8.357845,7.0250936,6.43,6.43,0.2603693,0.2603693,-0.0,0.12115216,True,False,-2.076702,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.38095188,4,261413,rising_edge_distortion,False,0.10174883828548295,0.26468051962502437,0.0476449926050095,0.7877230981001694,1.0,0.24202722538179489,-0.0,0.5648252193157643,0.25855412133313316,0.3690210366502005,0.43337555371433345,False,False,False,0,False,True
P09I0050,57,371722,8033,14069,sample_i_analysis,B2,0,0,3698.5,4709.5,0.0,4,1.634176,0.0019613712,0.33057413,3,2453.0,6883.0,14025.0,1,0.43869135,2,-0.4973638,-1.105989,1.7469783,1.7469783,8.215953,8.457549,7.8054748,6.883,6.883,-0.24159622,0.24159622,0.4973638,0.0008604366,False,True,-2.3346486,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.669461,3,493390,nominal_baseline_excursion,False,0.6144457513063264,0.3906923697460291,0.27469581167926077,0.007269305190171101,0.012036012493289741,0.22025545224585585,0.21632903223909505,0.004011453789204506,0.3395057173381404,0.10313093369112696,0.2504964613499509,False,False,False,0,False,True
P09I0051,47,55674,1347,1741,sample_i_analysis,B2,0,0,3424.5,5490.0,0.0,3,-2.762447,0.0,0.66454726,3,2926.5,7565.0,14356.0,1,0.101182655,3,-0.82099575,-3.416119,1.641013,1.641013,8.139003,8.610866,7.981904,7.565,7.565,-0.4718628,0.4718628,0.82099575,0.0,False,True,-2.4406137,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.86949307,3,276614,early_sample_offset,False,0.7970422073539906,0.5804055745639657,0.7061833945776417,0.0,0.005594754845467562,0.487303360236902,0.35709317017022557,0.0,0.5316713908338757,0.1955133038943061,0.3472427962075818,True,False,False,1,False,False
P09I0052,57,372346,8618,14693,sample_i_analysis,B2,0,0,3689.0,5451.0,0.0,3,-1.8961778,0.0,0.614263,3,3096.5,7822.0,14580.0,1,0.14936297,2,-0.70669556,-2.8300352,1.6473243,1.6473243,8.213382,8.603738,8.038351,7.822,7.822,-0.39035606,0.39035606,0.70669556,0.0,False,True,-2.4343026,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.8240087,3,493655,pretrigger_slope,False,0.862599541098664,0.6518957411889066,0.6412169890310825,0.0,0.0059783965601864315,0.3927772487874241,0.3073781537427238,0.0,0.5462869646450507,0.161889733532381,0.3407800773803268,True,False,False,1,False,False
P09I0053,45,38701,2904,34392,sample_i_analysis,B2,0,0,5461.5,6315.0,,3,0.986542,0.0,0.4822679,3,3329.5,9246.0,16018.0,1,0.34779823,2,-0.33699533,-0.95907724,1.6899983,18.0,8.605661,8.750841,8.110878,9.246,9.246,-0.14517975,0.14517975,0.33699533,0.0,True,True,-2.3916287,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6651557,4,268100,pretrigger_slope,False,0.9524516514663636,1.0,0.4706815730428858,0.0,1.0,0.10843802476948712,0.146576557457528,0.0,0.7558123617221785,0.058271968585333074,0.5967886723045539,True,False,True,2,True,False
P09I0054,53,220702,6898,16332,sample_i_analysis,B2,0,0,6634.0,3625.0,,5,3.7591195,0.16374056,0.10779979,4,2024.5,5039.0,15866.0,1,0.9546277,2,-1.391619,-1.391619,1.9238977,18.0,8.800114,8.195886,7.6135716,5.039,5.039,0.604228,0.604228,1.391619,0.15631127,True,True,-2.1577291,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6374409,4,380189,rising_edge_distortion,False,0.4492027071322524,0.0,0.0,0.6068612115083176,1.0,0.6408117406141866,0.6052864955502133,0.7287410093165129,0.3736385431424198,0.5734775474814228,0.6420194708121064,False,True,True,2,True,False
P09I0055,57,388319,6992,30666,sample_i_analysis,B2,0,0,6534.0,5733.5,,4,5.8458834,0.1961828,0.19332948,3,1754.5,8168.0,15094.0,1,0.45821854,3,0.046678912,0.0,1.8839012,18.0,8.784927,8.654256,7.470509,8.168,8.168,0.1306715,0.1306715,-0.0,0.0898946,True,False,-2.1977258,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4367733,4,500684,tail_recovery_dropout,False,0.3450822358907122,0.7481432028707337,0.09737806670308773,0.7270998198924808,1.0,0.09161231862007067,-0.0,0.419098901417052,0.446803802027117,0.29263073026543995,0.47140774097946936,False,False,False,0,False,True
P09I0056,55,300001,6615,18597,sample_i_analysis,B2,0,0,8143.5,5004.0,,4,6.387917,0.23669112,0.14538778,3,1086.5,7923.0,15980.0,1,0.4859704,2,0.15036532,0.0,2.0981216,18.0,9.005098,8.518192,6.9916368,7.923,7.923,0.48690605,0.48690605,-0.0,0.11502488,True,False,-1.9835052,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.34300685,5,442824,tail_recovery_dropout,False,0.08748047741164225,0.6799910985006538,0.03543820868804528,0.8772332269809056,1.0,0.5047495239046227,-0.0,0.5362591395214866,0.35232166533103204,0.45256665161520093,0.4936620277617192,False,False,False,0,False,True
P09I0057,48,80747,8307,15839,sample_i_analysis,B2,0,0,6942.5,4557.5,,4,8.320922,0.23795609,0.11779246,7,1058.5,7110.0,14775.0,1,0.9029168,2,0.29276198,0.0,2.0717003,18.0,8.845561,8.424749,6.9655523,7.11,7.11,0.42081165,0.42081165,-0.0,0.21485455,True,False,-2.0099266,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.33048803,4,287633,rising_edge_distortion,False,0.07668279891251956,0.4538373807338174,0.0,0.8819215047461806,1.0,0.4280976222264747,-0.0,1.0,0.28885849909337125,0.5096814506632845,0.4915035829172629,False,True,False,1,False,False
P09I0058,57,384727,3688,27074,sample_i_analysis,B2,0,0,2856.5,5966.0,0.0,3,-8.427796,0.0,0.81145984,2,2669.5,7879.0,14750.0,1,0.0,3,-1.2993174,-8.103798,1.6150655,1.6150655,7.9577026,8.693999,7.890021,7.879,7.879,-0.73629665,0.73629665,1.2993174,0.0,False,True,-2.4665613,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.1990571,3,498955,pretrigger_slope,False,0.6979349439870429,0.6677515368994966,0.8959919400781884,0.0,0.004017497641299159,0.7939762019689418,0.5651397944792468,0.0,0.5940671702458716,0.3148850432579803,0.40904375259130965,True,False,False,1,False,False
P09I0059,56,321574,10282,15751,sample_i_analysis,B2,0,0,5999.0,5129.0,,4,6.1175194,0.19832104,0.1808295,3,1603.0,7380.0,14470.0,1,0.49674946,3,0.02767128,0.0,1.8944116,18.0,8.699514,8.542861,7.3802557,7.38,7.38,0.1566534,0.1566534,-0.0,0.09851587,True,False,-2.1872153,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.41955253,4,459076,tail_recovery_dropout,False,0.286659082582959,0.5289437814681911,0.08122830592299711,0.7350246426541446,1.0,0.12174440309638748,-0.0,0.45929224768946203,0.3760989640900747,0.3085123163166074,0.4527678353382719,False,False,False,0,False,True
P09I0060,52,195176,15840,812,sample_i_analysis,B2,0,0,6667.5,5276.5,,4,6.2611175,0.21563679,0.17016904,3,1516.5,7720.0,14972.0,1,0.47476566,3,0.08421447,0.0,1.954654,18.0,8.80515,8.571208,7.3248196,7.72,7.72,0.23394203,0.23394203,-0.0,0.102376945,True,False,-2.126973,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40933123,4,360428,tail_recovery_dropout,False,0.2533019686481693,0.6235222120225876,0.06745517358152738,0.7992009043157338,1.0,0.21137863031682913,-0.0,0.4772930207146364,0.38764577397862,0.3508740077987863,0.47109672580431816,False,False,False,0,False,True
P09I0061,48,93442,3693,28533,sample_i_analysis,B2,0,0,4687.5,5217.5,,3,3.0988803,0.08415979,0.32055798,2,2513.0,7484.0,14302.0,1,0.48714668,2,-0.27018666,-0.43221334,1.710249,18.0,8.4528675,8.559965,7.8296304,7.484,7.484,-0.107097626,0.107097626,0.27018666,0.04099816,True,True,-2.371378,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5564871,4,293689,early_sample_offset,False,0.6375836338044465,0.5578736543436535,0.2617551168591487,0.3119160708848534,1.0,0.06427290299603826,0.11751803947475353,0.19113810858628355,0.5255802291822403,0.15919806262505928,0.5528246192144819,True,False,False,1,False,False
P09I0062,57,364549,1307,6898,sample_i_analysis,B2,0,0,7296.5,4969.5,,4,6.631398,0.241669,0.15365459,3,1104.0,7817.0,15172.0,1,0.48660317,3,0.13342014,0.0,2.0671778,18.0,8.8952875,8.511275,7.007601,7.817,7.817,0.38401222,0.38401222,-0.0,0.1175969,True,False,-2.0144491,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.35453457,5,490071,tail_recovery_dropout,False,0.09422902647359394,0.6505048819160478,0.04611878609012601,0.8956824266632751,1.0,0.38542008388477117,-0.0,0.5482501907795454,0.34892210003920854,0.4310119301227894,0.48517757025507935,False,False,False,0,False,True
P09I0063,53,238256,6993,33885,sample_i_analysis,B2,0,0,2739.5,6168.5,0.0,3,-10.3883915,0.0,0.8079154,2,2541.5,8131.0,15257.0,1,0.0,3,-1.448622,-9.861471,1.6168978,1.6168978,7.9158955,8.727373,7.8409033,8.131,8.131,-0.81147766,0.81147766,1.448622,0.0,False,True,-2.464729,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.324626,3,394494,pretrigger_slope,False,0.6485741279910535,0.7378508442515787,0.8914125841032682,0.0,0.004128876709617794,0.8811661512926948,0.6300800246022376,0.0,0.607641165246538,0.350097481722739,0.42563113996955426,True,False,False,1,False,False
P09I0064,50,134281,8555,5296,sample_i_analysis,B2,0,0,6836.5,4539.5,,4,6.7610617,0.23371445,0.14430134,3,1074.5,7030.0,14663.0,1,0.4987201,3,0.10465882,0.0,2.0651097,18.0,8.830177,8.420793,6.9805408,7.03,7.03,0.40938473,0.40938473,-0.0,0.1165581,True,False,-2.0165172,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.37770763,4,313907,tail_recovery_dropout,False,0.08285290091201823,0.43158363236807706,0.03403454675403246,0.8662009844964504,1.0,0.4148454382543974,-0.0,0.5434071864300958,0.29124804442118907,0.4290443306688768,0.4648994075306224,False,False,False,0,False,True
P09I0065,49,102307,12010,5683,sample_i_analysis,B2,0,0,6516.0,5419.0,,4,6.111111,0.20514137,0.18262754,3,1543.5,7921.0,14890.0,1,0.47053406,3,0.05402087,0.0,1.9341106,18.0,8.782169,8.597851,7.3424554,7.921,7.921,0.18431854,0.18431854,-0.0,0.096526,True,False,-2.1475163,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4236411,4,297984,tail_recovery_dropout,False,0.26371401577232334,0.6794347547915103,0.08355134290969903,0.7603023974553161,1.0,0.15382859769066778,-0.0,0.4500152462793356,0.40666922697451235,0.3218059741379425,0.4676815683782347,False,False,False,0,False,True
P09I0066,49,128649,3309,32018,sample_i_analysis,B2,0,0,2009.5,5549.0,0.0,2,-19.894005,0.0,1.0,2,1671.0,7014.0,14818.0,1,0.0,2,-2.385917,-18.066683,1.5189707,1.5189707,7.6061387,8.621553,7.421776,7.014,7.014,-1.0154147,1.0154147,2.385917,0.0,False,True,-2.5626562,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8019775,2,309748,early_sample_offset,False,0.31288201608082844,0.427132882694929,1.0,0.0,0.0,1.0,1.0,0.0,0.5238612160277983,0.45999999999999996,0.4345128134494515,True,False,False,1,False,False
P09I0067,47,57364,2920,3431,sample_i_analysis,B2,0,0,4837.0,5366.0,,3,3.360761,0.082617514,0.3025856,3,2404.5,7473.0,14190.0,1,0.5129212,2,-0.25470334,-0.4345669,1.7225955,18.0,8.484257,8.588024,7.785513,7.473,7.473,-0.103767395,0.103767395,0.25470334,0.042376276,True,True,-2.3590314,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.5496266,4,277381,early_sample_offset,False,0.5957426296203461,0.5548137639433642,0.23853510869522482,0.3062000315489662,1.0,0.060410721946244014,0.11078354928578475,0.19756304291632407,0.5087100744985634,0.1562170498102936,0.5460752222650114,False,False,False,0,False,True
P09I0068,49,113549,5675,16920,sample_i_analysis,B2,0,0,8302.5,4263.5,,4,7.280819,0.2620493,0.11689089,6,659.0,7231.0,15718.0,1,0.58109003,2,0.27792832,0.0,2.1703026,18.0,9.024432,8.35808,6.49224,7.231,7.231,0.6663523,0.6663523,-0.0,0.15227424,True,False,-1.9113243,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3023053,5,303161,rising_edge_distortion,False,0.0,0.48749617513699967,0.0,0.9712166348576465,1.0,0.7128593836130452,-0.0,0.7099199139672073,0.27699908203287993,0.556614096062025,0.5034284805522677,False,True,False,1,False,False
P09I0069,45,37928,2191,33619,sample_i_analysis,B2,0,0,5911.5,6663.5,,3,4.094054,0.059130225,0.28490773,4,2932.0,9108.0,15860.0,1,0.5823395,2,-0.007696862,-0.007696862,1.721612,18.0,8.684824,8.80455,7.983781,9.108,9.108,-0.11972618,0.11972618,0.007696862,0.034433868,True,False,-2.360015,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.51967853,4,267708,pretrigger_slope,False,0.7991631799163182,1.0,0.21569560242389157,0.2191505878583743,1.0,0.07891866238783518,0.0033477601460698697,0.16053462889138814,0.6471432768379144,0.10672469142818272,0.47631510921047304,True,False,False,1,False,False
P09I0070,57,374675,10776,17022,sample_i_analysis,B2,0,0,7045.5,3860.5,,4,7.615499,0.2638603,0.11890395,7,598.0,6522.0,14374.0,1,0.5565964,2,0.17862466,0.0,2.1524863,18.0,8.860287,8.258811,6.395262,6.522,6.522,0.6014757,0.6014757,-0.0,0.14686368,True,False,-1.9291406,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3090163,5,494657,rising_edge_distortion,False,0.0,0.29027233024562576,0.0012215524181482741,0.9779286288439965,1.0,0.6376198056092728,-0.0,0.6846952647441056,0.22988523869421687,0.5364000117816013,0.48053698516177823,False,True,False,1,False,False
P09I0071,45,31377,12491,27070,sample_i_analysis,B2,0,0,8263.0,5344.0,,5,4.9974585,0.25066572,0.15935317,3,1251.5,8331.0,16288.0,1,0.8523539,2,0.21699141,0.0,2.0750859,18.0,9.019664,8.583917,7.132897,8.331,8.331,0.43574715,0.43574715,-0.0,0.2136559,True,False,-2.006541,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.39412734,5,264382,tail_recovery_dropout,False,0.1511096542814724,0.7934852151659296,0.05348125417297162,0.9290263971419463,1.0,0.44541882459027526,-0.0,0.9960882296742132,0.3993515875041408,0.5264020258492852,0.5347562285401648,False,True,False,1,False,False
P09I0072,57,373441,9634,15788,sample_i_analysis,B2,0,0,10824.0,5586.0,2.7144845,1,9.936437,0.3113744,0.13022144,15,4302.0,-8604.0,15126.0,1,0.93865484,5,-0.39745012,-0.79490024,0.0,2.7144845,9.289614,8.628198,8.367067,-8.604,8.604,0.66141605,0.66141605,0.39745012,0.29227307,False,True,-4.081627,2,1,0,high_20nA,20.0,baseline_excursion,True,False,0.33655196,5,494127,pretrigger_slope,False,1.0,0.8694261314640186,0.015843556303839906,1.0,0.07084730930522132,0.7071346482397193,0.17287144706332105,1.0,0.5105091127050224,0.7477440339314633,0.5278060698564052,False,True,False,1,False,False
P09I0073,49,109733,2039,13105,sample_i_analysis,B2,0,0,5417.5,6284.5,,3,1.7190586,0.01669436,0.43210173,3,3139.5,8922.0,15672.0,1,0.3943701,2,-0.29284725,-0.6214121,1.6952604,18.0,8.597574,8.746,8.052137,8.922,8.922,-0.14842606,0.14842606,0.29284725,0.0065837563,True,True,-2.3863664,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6297346,4,301475,pretrigger_slope,False,0.8791816902223167,0.9578847812178365,0.4058677377604807,0.06187324347098847,1.0,0.11220287980919985,0.12737429259302813,0.030694224486538624,0.711915666561854,0.0771866196143971,0.5882947772999254,True,False,True,2,True,False
P09I0074,48,90644,1090,25736,sample_i_analysis,B2,0,0,7354.5,4539.0,,4,6.7961116,0.24234541,0.13867854,3,957.5,7231.0,15069.0,1,0.4981304,3,0.13087225,0.0,2.0997744,18.0,8.903204,8.420682,6.86537,7.231,7.231,0.482522,0.482522,-0.0,0.12071962,True,False,-1.9818525,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.33510515,5,292422,tail_recovery_dropout,False,0.03773403004068413,0.48749617513699967,0.026769985137590383,0.8981893619765313,1.0,0.49966519346888105,-0.0,0.5628086683903591,0.29162852716822407,0.46146205472841767,0.47605079784485815,False,False,False,0,False,True
P09I0075,49,98346,8273,1724,sample_i_analysis,B2,0,0,3814.0,5672.0,0.0,3,-2.7223387,0.0,0.69084793,3,3185.5,8244.0,15042.0,1,0.07656004,3,-0.7524908,-3.3083377,1.6491592,1.6491592,8.2466955,8.643474,8.066678,8.244,8.244,-0.3967781,0.3967781,0.7524908,0.0,False,True,-2.4324677,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.8630753,3,295946,pretrigger_slope,False,0.8969207334708754,0.7692842638181869,0.7401634112541567,0.0,0.006089933673354505,0.40022510486378055,0.3272968529933671,0.0,0.6043989139112163,0.16805933282584806,0.3626358038906019,True,False,False,1,False,False
P09I0076,45,14008,12632,9710,sample_i_analysis,B2,0,0,1876.5,5572.0,0.0,2,-16.223822,0.0,0.89420384,2,1832.0,7013.0,14030.0,1,0.23101519,2,-2.2081,-14.670131,1.5902839,1.5902839,7.5376964,8.625689,7.513709,7.013,7.013,-1.0879922,1.0879922,2.2081,0.0,False,True,-2.491343,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.6303709,2,255499,early_sample_offset,False,0.37496866745078394,0.4268547108403572,1.0,0.0,0.002511111394808369,1.0,0.9604159693309923,0.0,0.5340053170550176,0.4512915132528183,0.43500092230466425,True,False,False,1,False,False
P09I0077,47,54018,16202,85,sample_i_analysis,B2,0,0,5638.0,6263.0,,3,2.0374246,0.035477262,0.4064513,2,3029.5,9006.0,15734.0,1,0.40918764,2,-0.2731465,-0.5225257,1.7095132,18.0,8.637462,8.742575,8.016483,9.006,9.006,-0.10511303,0.10511303,0.2731465,0.014516857,True,True,-2.3721137,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.6102126,4,275845,pretrigger_slope,False,0.8367622389757633,0.9812512170018638,0.3727278200640956,0.13148711717071201,1.0,0.061971300175483926,0.11880542573564055,0.06767924681491926,0.6991583499433855,0.08865537800214351,0.5878566675014799,True,False,True,2,True,False
P09I0078,56,314012,3246,8191,sample_i_analysis,B2,0,0,6689.0,3572.5,,6,2.9494693,0.14284432,0.11972484,3,2001.5,5120.0,16136.0,1,0.7727612,2,0.08357004,0.0,1.9257798,18.0,8.808369,8.181301,7.602152,5.12,5.12,0.62706757,0.62706757,-0.0,0.11038455,True,False,-2.155847,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.63427824,4,453253,peak_phase_late,False,0.440333185507973,0.0,0.002282128285211154,0.52941480774392,1.0,0.6672995591587406,-0.0,0.5146253906065064,0.274897411323411,0.39072810286343634,0.4463126748235281,False,False,False,0,False,True
P09I0079,51,176631,14923,2839,sample_i_analysis,B2,0,0,6906.5,5192.0,,4,6.3915153,0.22662254,0.16577712,3,1348.5,7843.0,15029.0,1,0.47397378,3,0.10084703,0.0,2.0139525,18.0,8.8403635,8.555067,7.2074895,7.843,7.843,0.28529644,0.28529644,-0.0,0.10741314,True,False,-2.0676744,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40568987,4,347202,tail_recovery_dropout,False,0.18851589765343316,0.6577373501349134,0.061780887913446665,0.8399166900338693,1.0,0.2709360691627722,-0.0,0.5007723375125537,0.37799165724669226,0.38032490381055734,0.4778276307594649,False,False,False,0,False,True
P09I0080,45,31699,12790,27392,sample_i_analysis,B2,0,0,3121.0,3955.5,0.0,4,-13.402434,0.0,0.33702263,2,1385.5,6677.0,15758.0,1,0.6581224,3,-4.0490227,-13.897469,1.6626489,1.6626489,8.046229,8.283115,7.234538,6.677,6.677,-0.23688602,0.23688602,4.0490227,0.0,False,True,-2.418978,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.8574407,3,264545,tail_recovery_dropout,False,0.20278425852727386,0.3333889677042477,0.28302716360065694,0.0,0.0069099250600804145,0.2147928746706844,1.0,0.0,0.3447877369238418,0.27155028992096425,0.30955492912723404,False,False,False,0,False,True
P09I0081,45,45494,8733,41185,sample_i_analysis,B2,0,0,4402.5,3422.0,0.0,6,-3.9441226,0.0,0.2458122,2,1599.5,6460.0,16311.0,1,0.5661556,2,-0.41396934,-2.7278817,1.7499218,1.7499218,8.390155,8.138272,7.3780713,6.46,6.46,0.25188255,0.25188255,0.41396934,0.0,False,True,-2.331705,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.087345,4,271520,peak_phase_late,False,0.2853093727705687,0.273025675262177,0.16518484504101125,0.0,0.0122149374987997,0.23218485558091878,0.18005650330574302,0.0,0.20020330161937924,0.09533679606668397,0.20048363321326151,False,False,False,0,False,True
