split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.04584791976048998,0.026656012288121405,0.0647491628122492,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,mlp,-0.07065739330713283,-0.0861248079017222,-0.055759109759782724,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,ridge,-0.0005840983946938587,-0.0012662805636254964,0.00016570363603836012,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,spectral_transformer_new,-0.39131680550432885,-0.4207251530149012,-0.3672714912748116,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,1d_cnn,-0.3029237177511867,-0.33584225295537334,-0.27758143883174136,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,gradient_boosted_trees,0.000257471269173933,-0.00020759289275760207,0.000801122395472592,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,mlp,-0.013537958219028968,-0.024749333668513278,-0.005184768872422306,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,ridge,3.7007434154171884e-18,-1.1102230246251565e-16,2.220446049250313e-16,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,spectral_transformer_new,-0.16069124076637084,-0.2009971654649043,-0.1281423782724689,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,1d_cnn,-0.18796580130537785,-0.2637906802761703,-0.1379746342981637,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.009555252920368629,0.007369602318556915,0.011461625420897941,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,mlp,-0.1369972196642285,-0.20028739201716209,-0.09075193908571905,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,ridge,0.00015857032116703602,-0.0004361415153025655,0.000644603587391182,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.2469863786736354,-0.26502377073318567,-0.21874116076853375,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,1d_cnn,-0.12608965402125713,-0.2402509342901687,-0.053608618684361335,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,gradient_boosted_trees,0.10251129630065799,0.024918316355344274,0.22383224657412557,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,mlp,-0.10239478959721068,-0.2130984603280612,-0.05513654800965681,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,ridge,0.0038546375400202505,-0.006224982013161603,0.01569793783348583,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,spectral_transformer_new,-0.25176448849858923,-0.32441371951069287,-0.11591729831044323,AUC gain for classification; sigma68 increase for regression
