split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.12074639776296467,0.10756414510661925,0.13470744482519525,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,mlp,-0.026116458027581724,-0.050101085174437766,0.005594365390219839,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,ridge,-0.011524582784064746,-0.05391939082311313,0.062184122671649224,AUC gain for classification; sigma68 increase for regression
run_heldout,energy_scale,spectral_transformer_new,0.27031719446753794,0.23437441466557632,0.3055394488756366,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,1d_cnn,-0.20170234037900517,-0.21922094602263192,-0.1829435380691765,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.06085975236895769,0.05195210739749603,0.07108046872183833,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,mlp,-0.03007201491397587,-0.0434880421360064,-0.02011966865757053,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,ridge,-0.00030468989930722176,-0.003932599652685756,0.003752700679376965,AUC gain for classification; sigma68 increase for regression
run_heldout,pedestal_noise_color,spectral_transformer_new,-0.09421087939458868,-0.12486582116288436,-0.06497055197918089,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,1d_cnn,-0.2771770452148351,-0.3113692741864502,-0.24340593641046065,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,gradient_boosted_trees,0.005999300862999514,0.0036214273420392545,0.008460627493236427,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,mlp,-0.008210007920989694,-0.010575036658333915,-0.005426675638944325,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,ridge,-0.00017376238818216476,-0.0006590853764608135,0.00034776000267382705,AUC gain for classification; sigma68 increase for regression
run_heldout,pid_separation,spectral_transformer_new,-0.26378557006953074,-0.2871365086452204,-0.24385953618196138,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,1d_cnn,-0.04043870195763445,-0.05237802574030196,-0.030953787683013025,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,gradient_boosted_trees,0.0002616427624018633,0.00013884190646400174,0.0004127116195378255,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,mlp,-0.016148379355174648,-0.0196840251819038,-0.012218878594144942,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,ridge,4.598625925571545e-06,-7.345180699494525e-06,2.393883303113131e-05,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,spectral_transformer_new,-0.03338137891617692,-0.038474444805185574,-0.02850772062001744,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,1d_cnn,-0.18042635931833217,-0.23102128820731532,-0.14512555306403707,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.0069595041566481745,0.004526910747641407,0.009361680200129676,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,mlp,-0.018437695610949892,-0.02455828094720907,-0.013870887080222952,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,ridge,-0.00023582880340404234,-0.0004876062575800394,-1.3402795205719244e-05,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.1597171703619544,-0.20488624489664162,-0.13087111201301024,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,1d_cnn,-0.1273640329370564,-0.18728834422160856,-0.08565248570497838,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,gradient_boosted_trees,0.12055248435368866,0.08759860104616933,0.1643018007910367,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,mlp,-0.10120608563944775,-0.16582902497298338,-0.052119415086807765,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,ridge,0.002865950326976272,0.0007159758184778931,0.005208654355537125,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,spectral_transformer_new,-0.14042892860755404,-0.17793839506122144,-0.11297321276187063,AUC gain for classification; sigma68 increase for regression
