pool,method,run,n_pairs,robust_width_ns,full_rms_ns
fixed_adc_cut1000,cnn_1d,63,28,1.4183583724635525,1.5411208451199896
fixed_adc_cut1000,cnn_1d,65,27,1.4464127692196733,1.565429830597474
fixed_adc_cut1000,gated_residual_cnn_new,58,25,1.1042186761225792,1.5309271212655087
fixed_adc_cut1000,gated_residual_cnn_new,59,11,1.6836684545447285,1.8908010277906289
fixed_adc_cut1000,gated_residual_cnn_new,60,11,0.8497632555697501,1.4901582122778454
fixed_adc_cut1000,gated_residual_cnn_new,61,18,1.9319573980084275,1.9274778241465154
fixed_adc_cut1000,gated_residual_cnn_new,62,7,2.483686181406628,2.5082829180273833
fixed_adc_cut1000,gated_residual_cnn_new,63,28,1.3792730391710233,1.6858283892916595
fixed_adc_cut1000,gated_residual_cnn_new,65,27,1.6538327985599928,1.791055368403511
fixed_efficiency,constrained_monotone_timewalk,58,214,34.182527762564206,40.23861736443454
fixed_efficiency,constrained_monotone_timewalk,59,262,39.22466156438699,40.479060541284795
fixed_efficiency,constrained_monotone_timewalk,60,222,38.338294316031025,42.19035174864429
fixed_efficiency,constrained_monotone_timewalk,61,225,43.76595955204215,43.898833995550326
fixed_efficiency,constrained_monotone_timewalk,62,232,45.37643464150591,43.64499900325044
fixed_efficiency,constrained_monotone_timewalk,63,234,32.22226825396825,35.69258375732246
fixed_efficiency,constrained_monotone_timewalk,65,238,33.61338714326559,41.598993385096485
fixed_efficiency,ridge,58,214,15.3197193147486,22.65066089660241
fixed_efficiency,ridge,59,262,18.030509195167575,21.309334062774635
fixed_efficiency,ridge,60,222,17.57000206237115,22.65614415715817
fixed_efficiency,ridge,61,225,19.479069052951665,23.88636009716882
fixed_efficiency,ridge,62,232,18.731042867828663,22.835894387862915
fixed_efficiency,ridge,63,234,14.838311789971485,18.430868037146286
fixed_efficiency,ridge,65,238,15.97925678814126,20.550841277382194
fixed_efficiency,gradient_boosted_trees,58,214,11.207765849046519,17.1851469175584
fixed_efficiency,gradient_boosted_trees,59,262,10.170306546848504,14.132939113647973
fixed_efficiency,gradient_boosted_trees,60,222,11.194330738373253,15.185675511502124
fixed_efficiency,gradient_boosted_trees,61,225,11.04921270483292,19.471834770912928
fixed_efficiency,gradient_boosted_trees,62,232,11.343915971857191,16.321498747580982
fixed_efficiency,gradient_boosted_trees,63,234,9.879305644881871,15.554351583835304
fixed_efficiency,gradient_boosted_trees,65,238,9.473980378862496,16.516101763401366
fixed_efficiency,mlp,58,214,10.298177849026153,15.993186353958604
fixed_efficiency,mlp,59,262,13.959620135353141,16.577887326259393
fixed_efficiency,mlp,60,222,14.571630427161875,15.841968557455019
fixed_efficiency,mlp,61,225,13.727664159323496,17.353793537479255
fixed_efficiency,mlp,62,232,14.469740242965038,17.66860459369202
fixed_efficiency,mlp,63,234,10.03272176030298,15.310525938911834
fixed_efficiency,mlp,65,238,9.026815561774844,14.290845602968238
fixed_efficiency,cnn_1d,58,214,29.943065759959286,35.516047047628966
fixed_efficiency,cnn_1d,59,262,34.25545208642649,35.74371224530051
fixed_efficiency,cnn_1d,60,222,33.33295998137188,37.088139028050975
fixed_efficiency,cnn_1d,61,225,38.381818370515646,39.167001488266024
fixed_efficiency,cnn_1d,62,232,38.7343191696213,38.18074882182656
fixed_efficiency,cnn_1d,63,234,29.155220154546683,31.714670625757947
fixed_efficiency,cnn_1d,65,238,29.42389874778246,36.72884366717438
fixed_efficiency,gated_residual_cnn_new,58,214,17.20439077401787,25.82683009152077
fixed_efficiency,gated_residual_cnn_new,59,262,22.373520659953584,26.776475053856128
fixed_efficiency,gated_residual_cnn_new,60,222,23.681735684804785,26.57845125924948
fixed_efficiency,gated_residual_cnn_new,61,225,26.010421485236343,29.92038605237318
fixed_efficiency,gated_residual_cnn_new,62,232,21.570635029824068,25.87112170560624
fixed_efficiency,gated_residual_cnn_new,63,234,18.84965097332683,23.960630455223473
fixed_efficiency,gated_residual_cnn_new,65,238,17.97161514465901,24.95524706289215
