method,error_type,taxon,run,row_id,variant,truth,score,event_key,target_stave,base_d_t_ns,d_t_ns,atom_late_peak,atom_dropout_step,atom_b2_ds_sse
traditional_atom_rubric,false_negative,broad_or_saturated,65,65:653577:7819:228617:injected_two_pulse,injected_two_pulse,1,1.3130418195091964,65:653577:7819:228617,B6,0.5351443690141977,0.5371588149255686,7.0,0.1907878269362855,0.02825785365308416
traditional_atom_rubric,false_negative,delayed_peak_or_tail,58,58:412612:13256:23614:injected_two_pulse,injected_two_pulse,1,4.358176692188761,58:412612:13256:23614,B6,2.917049409404413,4.298995147851954,12.0,0.15924344555965175,0.037520641503171435
traditional_atom_rubric,false_negative,delayed_peak_or_tail,59,59:445524:11077:56512:injected_two_pulse,injected_two_pulse,1,1.515271072896632,59:445524:11077:56512,B6,1.634001346244844,1.6492576399323795,10.0,0.18607273752466874,0.0035095787574293763
traditional_atom_rubric,false_negative,delayed_peak_or_tail,59,59:462722:10783:73710:injected_two_pulse,injected_two_pulse,1,2.067101967741238,59:462722:10783:73710,B6,1.676772488032583,1.696769359296887,9.0,0.17504273504273504,0.03563994134770482
traditional_atom_rubric,false_negative,delayed_peak_or_tail,59,59:461234:9403:72222:injected_two_pulse,injected_two_pulse,1,2.0704784133131056,59:461234:9403:72222,B6,2.2266413664444684,2.2286801737420063,9.0,0.1411371795757933,0.026647045493949216
traditional_atom_rubric,false_negative,delayed_peak_or_tail,59,59:442163:7969:53151:injected_two_pulse,injected_two_pulse,1,2.076473005887646,59:442163:7969:53151,B4,2.0787462975276583,2.0751854430868804,9.0,0.2012388578335096,0.02677450376850722
traditional_atom_rubric,false_negative,delayed_peak_or_tail,60,60:473123:4065:84111:injected_two_pulse,injected_two_pulse,1,0.030310450637792148,60:473123:4065:84111,B4,2.848942454268297,2.842093398782083,8.0,0.23069282344176806,0.014981233364963311
traditional_atom_rubric,false_negative,delayed_peak_or_tail,60,60:471191:2253:82179:injected_two_pulse,injected_two_pulse,1,0.7778788701659275,60:471191:2253:82179,B6,2.9943183429603266,4.217575233697588,9.0,0.21345638582911586,0.020522679849170732
traditional_atom_rubric,false_negative,delayed_peak_or_tail,60,60:488458:2065:99446:injected_two_pulse,injected_two_pulse,1,0.7940797691040674,60:488458:2065:99446,B6,1.6756844380403493,2.0187645143889554,9.0,0.2099140779907469,0.003165201187933094
traditional_atom_rubric,false_negative,delayed_peak_or_tail,60,60:499829:12573:110817:injected_two_pulse,injected_two_pulse,1,1.3140239891068541,60:499829:12573:110817,B4,1.762381765814773,1.7487029210694942,8.0,0.24163241338813857,0.030043616557916306
traditional_atom_rubric,false_negative,delayed_peak_or_tail,61,61:507700:3487:118688:injected_two_pulse,injected_two_pulse,1,0.7758835174244321,61:507700:3487:118688,B6,2.7635488721804506,4.170733442269608,9.0,0.21247667288723004,0.008258197260873358
traditional_atom_rubric,false_negative,delayed_peak_or_tail,61,61:528422:6563:139410:injected_two_pulse,injected_two_pulse,1,0.7792038099779526,61:528422:6563:139410,B4,2.679433009532872,2.6822835184824427,9.0,0.21530758226037194,0.012975366995072159
traditional_atom_rubric,false_negative,delayed_peak_or_tail,61,61:504547:572:115535:injected_two_pulse,injected_two_pulse,1,0.8593617320017671,61:504547:572:115535,B8,2.5768353288085635,2.57147690337969,9.0,0.19122304328155637,0.017597079374142247
traditional_atom_rubric,false_negative,delayed_peak_or_tail,61,61:536614:14209:147600:injected_two_pulse,injected_two_pulse,1,1.3128061241556916,61:536614:14209:147600,B4,1.9607656095402533,2.0342558259198285,8.0,0.21582391433670428,0.02782931664671196
traditional_atom_rubric,false_negative,delayed_peak_or_tail,62,62:539358:417:150344:injected_two_pulse,injected_two_pulse,1,0.7685784138036956,62:539358:417:150344,B4,2.9315819157368423,1.4522868364426103,9.0,0.20187085093542545,0.013399124938435415
traditional_atom_rubric,false_negative,delayed_peak_or_tail,62,62:559737:2515:170723:injected_two_pulse,injected_two_pulse,1,0.7785595732602113,62:559737:2515:170723,B4,2.6969278722841423,1.1022054749221297,9.0,0.21604600219058057,0.012338475329230169
traditional_atom_rubric,false_negative,delayed_peak_or_tail,62,62:566832:9192:177818:injected_two_pulse,injected_two_pulse,1,0.7878651559353465,62:566832:9192:177818,B4,2.3090836443725493,1.7122853977687669,9.0,0.15832710978342046,0.004232245549242608
traditional_atom_rubric,false_negative,delayed_peak_or_tail,62,62:559028:1860:170014:injected_two_pulse,injected_two_pulse,1,1.3185316520200459,62:559028:1860:170014,B4,2.4973538844686374,2.4828944978512197,8.0,0.20571843954446334,0.038239367309174016
traditional_atom_rubric,false_negative,delayed_peak_or_tail,63,63:611817:2053:222802:injected_two_pulse,injected_two_pulse,1,0.771079496416698,63:611817:2053:222802,B4,1.327437091535245,1.3541904091315118,9.0,0.23189227498228204,0.004988299006457097
traditional_atom_rubric,false_negative,delayed_peak_or_tail,63,63:587384:11998:198370:injected_two_pulse,injected_two_pulse,1,1.695935004569656,63:587384:11998:198370,B8,2.4286752471679023,2.4286752471679023,10.0,0.19642574727186457,0.09502548527615734
traditional_atom_rubric,false_negative,delayed_peak_or_tail,63,63:580031:5131:191017:injected_two_pulse,injected_two_pulse,1,2.0634572107580897,63:580031:5131:191017,B4,2.970182303515635,2.307042384245406,9.0,0.1602363573166493,0.02901311046925408
traditional_atom_rubric,false_negative,delayed_peak_or_tail,63,63:584630:9455:195616:injected_two_pulse,injected_two_pulse,1,2.2266088389815466,63:584630:9455:195616,B4,2.398978119413009,1.7053942942064637,9.0,0.1771251931993817,0.3256524345119026
traditional_atom_rubric,false_negative,delayed_peak_or_tail,65,65:686000:5261:261040:injected_two_pulse,injected_two_pulse,1,2.8413613220405023,65:686000:5261:261040,B6,0.6784892378502718,0.031242001099407446,10.0,0.1631814215334113,0.07974785825545871
traditional_atom_rubric,false_negative,delayed_peak_or_tail,65,65:685050:4392:260090:injected_two_pulse,injected_two_pulse,1,3.3866076277037527,65:685050:4392:260090,B6,0.7989175403245383,0.02176072003634033,10.0,0.16879792770338053,0.2529229594613674
traditional_atom_rubric,false_negative,delayed_peak_or_tail,65,65:680969:587:256009:injected_two_pulse,injected_two_pulse,1,3.564081337615746,65:680969:587:256009,B6,2.65523230568823,2.7326620954281964,11.0,0.17386898413079716,0.030147886574082614
traditional_atom_rubric,false_negative,dropout_step,59,59:456386:4865:67374:injected_two_pulse,injected_two_pulse,1,1.9588988910806029,59:456386:4865:67374,B8,0.8692060726469037,2.0666953434518653,4.0,0.6602310823606876,0.4442644976264265
traditional_atom_rubric,false_negative,dropout_step,59,59:459001:7308:69989:injected_two_pulse,injected_two_pulse,1,2.6644056255097044,59:459001:7308:69989,B6,2.9858558761935825,2.9858558761935825,4.0,0.7188226181254841,0.1984637173903649
traditional_atom_rubric,false_negative,dropout_step,59,59:446275:11796:57263:injected_two_pulse,injected_two_pulse,1,2.77475389370298,59:446275:11796:57263,B4,0.4981689441140169,0.4981689441140169,3.0,0.6463444067051313,0.34158141055729674
traditional_atom_rubric,false_negative,dropout_step,59,59:462347:10432:73335:injected_two_pulse,injected_two_pulse,1,2.7919855475632724,59:462347:10432:73335,B6,1.875116846169476,1.875116846169476,4.0,0.7369727047146402,0.15700658245581883
traditional_atom_rubric,false_negative,dropout_step,60,60:499442:12220:110430:injected_two_pulse,injected_two_pulse,1,1.9323538860449758,60:499442:12220:110430,B6,0.0,0.0,6.0,0.744834127154574,0.300904859114148
traditional_atom_rubric,false_negative,dropout_step,60,60:496600:9577:107588:injected_two_pulse,injected_two_pulse,1,2.186586449996941,60:496600:9577:107588,B4,0.9243449637919667,0.8594072917834943,4.0,0.6745098364573586,0.0865876602291723
traditional_atom_rubric,false_negative,dropout_step,60,60:489280:2808:100268:injected_two_pulse,injected_two_pulse,1,2.6377598903798853,60:489280:2808:100268,B4,0.6578495542709746,0.5811323480144424,6.0,0.6650451394526835,0.06759690470032605
traditional_atom_rubric,false_negative,dropout_step,60,60:485528:15659:96516:injected_two_pulse,injected_two_pulse,1,2.7578130299207286,60:485528:15659:96516,B6,0.17977960288381212,0.17977960288381212,3.0,0.6640159045725647,0.35712031448583903
traditional_atom_rubric,false_negative,dropout_step,61,61:514181:9595:125169:injected_two_pulse,injected_two_pulse,1,1.6221837276509565,61:514181:9595:125169,B6,0.5520971940165964,0.5520971940165964,4.0,0.649842262900253,0.045166299546733416
traditional_atom_rubric,false_negative,dropout_step,61,61:531763:9676:142751:injected_two_pulse,injected_two_pulse,1,2.6585932934645693,61:531763:9676:142751,B4,2.03844322476456,2.2595194555650693,6.0,0.6898720295513258,0.39517289952505874
traditional_atom_rubric,false_negative,dropout_step,61,61:520973:15989:131961:injected_two_pulse,injected_two_pulse,1,2.9167391845957464,61:520973:15989:131961,B8,0.32184652252339774,0.40262060750446693,3.0,0.6702157792343096,0.194067812247314
traditional_atom_rubric,false_negative,dropout_step,61,61:504693:704:115681:injected_two_pulse,injected_two_pulse,1,3.0042099429070444,61:504693:704:115681,B4,0.7262603461249064,2.3348327014723935,5.0,0.755465080556355,0.11034765569896691
traditional_atom_rubric,false_negative,dropout_step,62,62:545365:6003:156351:injected_two_pulse,injected_two_pulse,1,1.67800863702645,62:545365:6003:156351,B8,0.09308770576131664,0.09308770576131664,3.0,0.6304903525924673,0.12603375229743935
traditional_atom_rubric,false_negative,dropout_step,62,62:570006:12131:180992:injected_two_pulse,injected_two_pulse,1,2.37551926727855,62:570006:12131:180992,B4,1.0478457598886237,1.0478457598886237,4.0,0.70935317065118,0.025714650981867062
traditional_atom_rubric,false_negative,dropout_step,62,62:568364:10603:179350:injected_two_pulse,injected_two_pulse,1,2.8221150851994086,62:568364:10603:179350,B6,0.486924586011547,0.5932434825109176,5.0,0.6381856540084387,0.45932508778105
traditional_atom_rubric,false_negative,dropout_step,62,62:554304:13875:165290:injected_two_pulse,injected_two_pulse,1,2.8830022709534173,62:554304:13875:165290,B6,0.6656739384309063,0.6656739384309063,3.0,0.6553376906318082,0.09542104324665629
traditional_atom_rubric,false_negative,dropout_step,63,63:605476:12504:216461:injected_two_pulse,injected_two_pulse,1,1.6720073967055344,63:605476:12504:216461,B8,1.0770518432698104,1.0770518432698104,4.0,0.6453468110169465,0.14392833761561402
traditional_atom_rubric,false_negative,dropout_step,63,63:599953:7348:210938:injected_two_pulse,injected_two_pulse,1,3.1050920031134153,63:599953:7348:210938,B6,0.3328264491386861,0.3328264491386861,3.0,0.7630453378956373,0.33981248663077845
traditional_atom_rubric,false_negative,dropout_step,63,63:586661:11320:197647:injected_two_pulse,injected_two_pulse,1,4.308830923060325,63:586661:11320:197647,B6,1.8757773139091363,1.744503182635004,3.0,0.6917928848185981,0.7985891258562621
traditional_atom_rubric,false_negative,dropout_step,65,65:669500:6304:244540:injected_two_pulse,injected_two_pulse,1,1.7196810286237585,65:669500:6304:244540,B4,1.3758969767922338,1.3758969767922338,4.0,0.689365086892371,0.06862657579154012
traditional_atom_rubric,false_negative,early_pretrigger,58,58:420237:4046:31237:injected_two_pulse,injected_two_pulse,1,0.05966533112346,58:420237:4046:31237,B8,2.0780760423604896,2.6851525460977363,7.0,0.21265284423179165,0.052771497742345685
traditional_atom_rubric,false_negative,early_pretrigger,58,58:421221:4967:32217:injected_two_pulse,injected_two_pulse,1,1.3196343297104782,58:421221:4967:32217,B4,2.3251569241024335,2.3251569241024335,5.0,0.23409269442262376,0.04024423583723281
traditional_atom_rubric,false_negative,early_pretrigger,58,58:404672:5917:15687:injected_two_pulse,injected_two_pulse,1,1.3207027540228222,58:404672:5917:15687,B6,2.585518007394672,2.667542643818461,8.0,0.22024983563445102,0.04218682549604026
traditional_atom_rubric,false_negative,early_pretrigger,58,58:397938:15966:8976:injected_two_pulse,injected_two_pulse,1,1.32148867072685,58:397938:15966:8976,B4,1.3326494758451162,0.5232636682906069,7.0,0.1965401967128203,0.04361576495790884
traditional_atom_rubric,false_negative,early_pretrigger,59,59:456914:5368:67902:injected_two_pulse,injected_two_pulse,1,0.023339461959783366,59:456914:5368:67902,B6,2.2379900072682304,2.6158156594044826,5.0,0.22758956070675962,0.029127211269077184
traditional_atom_rubric,false_negative,early_pretrigger,59,59:439247:5257:50235:injected_two_pulse,injected_two_pulse,1,0.026524255229636695,59:439247:5257:50235,B6,2.3417431645444644,3.5252122797725747,6.0,0.1984167087754758,0.029476790489597518
traditional_atom_rubric,false_negative,early_pretrigger,59,59:436431:2650:47419:injected_two_pulse,injected_two_pulse,1,0.02930917608342934,59:436431:2650:47419,B4,1.3305188420465512,1.5442955641368101,4.0,0.2075348530641543,0.043292061471594284
traditional_atom_rubric,false_negative,early_pretrigger,59,59:438177:4271:49165:injected_two_pulse,injected_two_pulse,1,0.03504310900438868,59:438177:4271:49165,B8,2.6036919635311158,2.6036919635311158,5.0,0.22666666666666668,0.030668438937891507
traditional_atom_rubric,false_negative,early_pretrigger,60,60:481227:11636:92215:injected_two_pulse,injected_two_pulse,1,0.00607823640534602,60:481227:11636:92215,B6,2.685820832273926,3.173477936914715,6.0,0.21598746081504705,0.007450597966972814
traditional_atom_rubric,false_negative,early_pretrigger,60,60:498019:10883:109007:injected_two_pulse,injected_two_pulse,1,0.006106698370830381,60:498019:10883:109007,B8,1.5972358400874178,1.5972358400874178,5.0,0.2768865121806299,0.004441822889977345
traditional_atom_rubric,false_negative,early_pretrigger,60,60:498761:11582:109749:injected_two_pulse,injected_two_pulse,1,0.008293930143663442,60:498761:11582:109749,B8,2.4487708543530537,2.4487708543530537,7.0,0.18861721799876718,0.013859711578235014
traditional_atom_rubric,false_negative,early_pretrigger,60,60:479849:10362:90837:injected_two_pulse,injected_two_pulse,1,0.01512515484195373,60:479849:10362:90837,B4,2.5363287919174766,2.345958841571484,8.0,0.22743403795710548,0.027500281530824962
traditional_atom_rubric,false_negative,early_pretrigger,61,61:505044:1024:116032:injected_two_pulse,injected_two_pulse,1,0.0095726953171682,61:505044:1024:116032,B6,1.7027839620041192,1.8599398359676087,7.0,0.16915135997101627,0.015544173796197944
traditional_atom_rubric,false_negative,early_pretrigger,61,61:536890:14465:147876:injected_two_pulse,injected_two_pulse,1,0.012875556860681352,61:536890:14465:147876,B4,2.261706319997284,2.261706319997284,7.0,0.24329608938547487,0.01554617207283874
traditional_atom_rubric,false_negative,early_pretrigger,61,61:525725:3986:136713:injected_two_pulse,injected_two_pulse,1,0.01478043645767236,61:525725:3986:136713,B6,2.5353376268751227,3.287670776682564,6.0,0.20171728822247853,0.02003921262680712
traditional_atom_rubric,false_negative,early_pretrigger,61,61:504929:917:115917:injected_two_pulse,injected_two_pulse,1,0.017470103771735794,61:504929:917:115917,B8,1.7925728382861053,1.991131482294879,8.0,0.2308726666849481,0.02031607340275977
traditional_atom_rubric,false_negative,early_pretrigger,62,62:552379:12060:163365:injected_two_pulse,injected_two_pulse,1,0.006221952572170234,62:552379:12060:163365,B6,2.5518400669345773,2.565224774279727,8.0,0.22047244094488194,0.009934709794001203
traditional_atom_rubric,false_negative,early_pretrigger,62,62:556454:15872:167440:injected_two_pulse,injected_two_pulse,1,0.006421501529305259,62:556454:15872:167440,B6,2.987138648719853,2.987138648719853,7.0,0.1764705882352941,0.008958211336704745
traditional_atom_rubric,false_negative,early_pretrigger,62,62:558525:1400:169511:injected_two_pulse,injected_two_pulse,1,0.015280579256571536,62:558525:1400:169511,B4,2.9413505350998115,2.943804522829872,5.0,0.20602594214915354,0.010701637688994323
traditional_atom_rubric,false_negative,early_pretrigger,62,62:546718:7275:157704:injected_two_pulse,injected_two_pulse,1,0.01985699605191101,62:546718:7275:157704,B8,2.6047492534239503,2.6047492534239503,7.0,0.16553067185978576,0.028820725521792063
traditional_atom_rubric,false_negative,early_pretrigger,63,63:604211:11317:215196:injected_two_pulse,injected_two_pulse,1,0.005137691612818192,63:604211:11317:215196,B4,2.8427989219746266,2.6276284031987345,8.0,0.20332778702163057,0.009341257477851257
traditional_atom_rubric,false_negative,early_pretrigger,63,63:611388:1655:222373:injected_two_pulse,injected_two_pulse,1,0.018283964427921018,63:611388:1655:222373,B4,2.3469506292352342,0.4334984241332691,6.0,0.26822075551186625,0.026619848316640497
traditional_atom_rubric,false_negative,early_pretrigger,63,63:611003:1297:221988:injected_two_pulse,injected_two_pulse,1,0.023983557266346416,63:611003:1297:221988,B4,2.116022298869016,2.0141885354043794,6.0,0.27280362842264405,0.025036910513084654
traditional_atom_rubric,false_negative,early_pretrigger,63,63:608831:15644:219816:injected_two_pulse,injected_two_pulse,1,0.02461582441669937,63:608831:15644:219816,B4,2.790868098992366,2.790868098992366,5.0,0.19651024951188567,0.028440145390132145
traditional_atom_rubric,false_negative,early_pretrigger,65,65:657783:11740:232823:injected_two_pulse,injected_two_pulse,1,1.3176994033880902,65:657783:11740:232823,B4,2.286808300395254,0.06345183593813175,5.0,0.19112490158680678,0.03672618797834581
traditional_atom_rubric,false_negative,early_pretrigger,65,65:675133:11566:250173:injected_two_pulse,injected_two_pulse,1,1.3235090735679031,65:675133:11566:250173,B4,2.8357045614350014,2.8357045614350014,5.0,0.22924008941805435,0.04728922466891482
traditional_atom_rubric,false_negative,early_pretrigger,65,65:676369:12703:251409:injected_two_pulse,injected_two_pulse,1,1.3266477144396414,65:676369:12703:251409,B6,1.2697911169671983,1.2697911169671983,5.0,0.24844720496894407,0.052995844435711564
traditional_atom_rubric,false_negative,early_pretrigger,65,65:650649:5542:225689:injected_two_pulse,injected_two_pulse,1,1.3355236682621288,65:650649:5542:225689,B4,0.054690003825200506,4.737451566729149,5.0,0.32371541501976286,0.06913394229477926
traditional_atom_rubric,false_negative,nominal_shape,58,58:402626:3997:13647:injected_two_pulse,injected_two_pulse,1,0.021621196131694637,58:402626:3997:13647,B6,2.0809789606590527,3.3166064068550796,6.0,0.2246671801078226,0.012347457205518083
traditional_atom_rubric,false_negative,nominal_shape,58,58:398418:42:9453:injected_two_pulse,injected_two_pulse,1,0.7831603148494847,58:398418:42:9453,B4,2.9265218134850315,2.0210251342205083,9.0,0.18208516886930992,0.013814820662570197
traditional_atom_rubric,false_negative,nominal_shape,58,58:400389:1911:11420:injected_two_pulse,injected_two_pulse,1,1.310101268464717,58:400389:1911:11420,B6,2.213162533833213,3.359768892506672,7.0,0.23369565217391308,0.022911397208576195
traditional_atom_rubric,false_negative,nominal_shape,58,58:400931:2410:11960:injected_two_pulse,injected_two_pulse,1,1.3183088765332907,58:400931:2410:11960,B8,0.09654673519893109,0.9143002405224578,8.0,0.1548840458330662,0.03783432096961916
traditional_atom_rubric,false_negative,nominal_shape,59,59:434490:840:45478:injected_two_pulse,injected_two_pulse,1,0.0011953127998412917,59:434490:840:45478,B4,2.720997099709969,1.2479374233608667,6.0,0.16165212747017976,0.0021732959997114395
traditional_atom_rubric,false_negative,nominal_shape,59,59:423434:7026:34422:injected_two_pulse,injected_two_pulse,1,0.005005609963773871,59:423434:7026:34422,B8,2.521878437696916,2.633042968345702,7.0,0.1533785363572598,0.009101109025043401
traditional_atom_rubric,false_negative,nominal_shape,59,59:437251:3416:48239:injected_two_pulse,injected_two_pulse,1,0.009067916097540795,59:437251:3416:48239,B4,2.3401658378900585,2.0010269375773433,6.0,0.2126426989265633,0.0164871201773469
traditional_atom_rubric,false_negative,nominal_shape,59,59:445321:10887:56309:injected_two_pulse,injected_two_pulse,1,0.011292570479812896,59:445321:10887:56309,B6,2.443878338737072,4.357819109806453,6.0,0.22882700908959747,0.01650865177413286
traditional_atom_rubric,false_negative,nominal_shape,60,60:493134:6379:104122:injected_two_pulse,injected_two_pulse,1,0.003982007287565375,60:493134:6379:104122,B6,2.9833822695757064,2.9514160050293796,5.0,0.16998754131568655,0.007240013250118863
traditional_atom_rubric,false_negative,nominal_shape,60,60:468664:16296:79652:injected_two_pulse,injected_two_pulse,1,0.005721456424929226,60:468664:16296:79652,B8,2.7018071264080987,2.7018071264080987,8.0,0.17512776831345833,0.006588343713388115
traditional_atom_rubric,false_negative,nominal_shape,60,60:498841:11655:109829:injected_two_pulse,injected_two_pulse,1,0.007937737406418916,60:498841:11655:109829,B6,2.2739769305864073,2.6730082757143236,7.0,0.1580222976248182,0.014432249829852575
traditional_atom_rubric,false_negative,nominal_shape,60,60:479906:10413:90894:injected_two_pulse,injected_two_pulse,1,0.010588192507825915,60:479906:10413:90894,B4,2.3656232476828194,2.3656232476828194,5.0,0.2035493412207583,0.011520441925544293
traditional_atom_rubric,false_negative,nominal_shape,61,61:507731:3516:118719:injected_two_pulse,injected_two_pulse,1,0.003402280865504472,61:507731:3516:118719,B6,2.4288766720826196,2.8698263726803965,6.0,0.20654911838790935,0.0061859652100081305
traditional_atom_rubric,false_negative,nominal_shape,61,61:502946:15457:113934:injected_two_pulse,injected_two_pulse,1,0.004764020383925207,61:502946:15457:113934,B4,2.1743986254295535,2.3658424295193896,5.0,0.2106371774618221,0.008661855243500376
traditional_atom_rubric,false_negative,nominal_shape,61,61:527612:5798:138600:injected_two_pulse,injected_two_pulse,1,0.005535140741616813,61:527612:5798:138600,B6,2.8038222599236526,2.8038222599236526,5.0,0.1607209913631243,0.010063892257485114
