method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,stratum,heldout_run,table,candidate,alpha,fold,n_features,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns,active_positive_terms,coefficient_ns_per_unit,lower_bound,upper_bound,at_positive_bound,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,hidden,weight_decay,pred_sigma_median_ns,scope,n,abs_error_median_ns,pull_width_sigma68,pull_rms,model,channels
,,,0.0,,1.5820332747359345,,,,,median_selected,61,ridge_cv,,0.01,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3951.0,,1.4541122661116823,,,,,median_selected,61,ridge_cv,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4710.0,,1.7087061486348607,,,,,median_selected,61,ridge_cv,,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5814092073732715,,,,,median_selected,61,ridge_cv,,0.1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3951.0,,1.4504665340244713,,,,,median_selected,61,ridge_cv,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4710.0,,1.705620544837216,,,,,median_selected,61,ridge_cv,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5780435394308436,,,,,median_selected,61,ridge_cv,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3951.0,,1.431495980381598,,,,,median_selected,61,ridge_cv,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4710.0,,1.690139854396535,,,,,median_selected,61,ridge_cv,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5608179173890666,,,,,median_selected,61,ridge_cv,,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3951.0,,1.4309824682023908,,,,,median_selected,61,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4710.0,,1.4712455071002628,,,,,median_selected,61,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.4511139876513268,,,,,median_selected,61,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,3951.0,,1.5094951008916482,,,,,median_selected,61,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4710.0,,1.5237349719918225,,,,,median_selected,61,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.5166150364417352,,,,,median_selected,61,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,3951.0,,2.8141257582612482,,,,,median_selected,61,mlp_cv,,,0.0,,,,,,,,,,,,,,,,16.0,0.0001,0.9587898254394531,,,,,,,
,,,4710.0,,2.8871917522951036,,,,,median_selected,61,mlp_cv,,,1.0,,,,,,,,,,,,,,,,16.0,0.0001,1.053749144077301,,,,,,,
,,,0.0,,2.850658755278176,,,,,median_selected,61,mlp_cv,,,-1.0,,,,,,,,,,,,,,,,16.0,0.0001,,,,,,,,
,,,,,,,,,,median_selected,61,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.2489114999771118,heldout_pulse_target,2799.0,2.2117583649375803,2.1365671103085955,2.2576743855004646,,
,,,,,,,,,,median_selected,61,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.0709646940231323,heldout_sigma_bin,700.0,1.3961637607709498,1.1675459292160681,1.3351624297698812,,
,,,,,,,,,,median_selected,61,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.197337567806244,heldout_sigma_bin,700.0,1.4279854037875737,1.2970639472220844,1.9305645312312538,,
,,,,,,,,,,median_selected,61,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.3527491092681885,heldout_sigma_bin,699.0,2.601322383533322,2.3297774986098703,2.0971503278365233,,
,,,,,,,,,,median_selected,61,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.5833110809326172,heldout_sigma_bin,700.0,3.439409275553505,1.861781858967766,2.5479456357821504,,
,,,3951.0,,2.8154341696210317,,,,,median_selected,61,cnn_cv,,,0.0,,,,,,,,,,,,,,,,,0.0001,1.2278627157211304,,,,,,cnn_waveform,4.0
,,,4710.0,,2.891827913175432,,,,,median_selected,61,cnn_cv,,,1.0,,,,,,,,,,,,,,,,,0.0001,1.2005566954612732,,,,,,cnn_waveform,4.0
,,,0.0,,2.8536310413982315,,,,,median_selected,61,cnn_cv,,,-1.0,,,,,,,,,,,,,,,,,0.0001,,,,,,,cnn_waveform,4.0
,,,,,,,,,,median_selected,61,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1275979280471802,heldout_pulse_target,2799.0,2.450174448094643,2.8060361952332915,2.8243233030046477,cnn_waveform,
,,,,,,,,,,median_selected,61,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.102202832698822,heldout_sigma_bin,700.0,2.2193618797763257,2.347468495714831,2.378188937951736,cnn_waveform,
,,,,,,,,,,median_selected,61,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1137404441833496,heldout_sigma_bin,700.0,2.9428987177231747,2.9770697924562635,2.7608965664906573,cnn_waveform,
,,,,,,,,,,median_selected,61,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1432301998138428,heldout_sigma_bin,699.0,1.4772571512574615,1.566583897050694,2.1109438980611244,cnn_waveform,
,,,,,,,,,,median_selected,61,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.2084773778915405,heldout_sigma_bin,700.0,2.587775186549038,2.8122302301059365,3.3359729201924955,cnn_waveform,
le500,2.0,train,9039.0,-1.3490973123262258,4.13739769471975,7.146792108106569,0.2079876092488107,221.85676788032296,1.138100089927566,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le500,2.0,heldout,2421.0,-1.3906365523437643,4.314709746997533,5.756105031642925,0.22800495662949194,277.63810889835133,1.142886334708105,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,train,9039.0,-2.721596778621766,3.21094184023658,7.2232401092506615,0.04535899988936829,246.1078216074418,17.29671394959677,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,heldout,2421.0,-2.7391924388887148,3.303227614599568,4.851278348496022,0.04543577034283354,250.76102393038272,5.801284084345282,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,train,9039.0,-2.7843149997452485,3.1319676380430206,6.49757966383908,0.05730722425047018,305.2684310726605,13.644868695099893,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,heldout,2421.0,-2.9104041865078614,3.2316856378650773,4.955452322869143,0.06319702602230483,305.59152938302867,5.227346682931456,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,train,9039.0,-2.6674612901991424,3.2227790597701786,6.481884215563005,0.08762031198141387,260.4337335730429,12.751026295826158,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,heldout,2421.0,-2.862418604651161,3.35878504539669,5.481087556832388,0.10037174721189591,250.47995750237828,5.283522464465839,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,train,9039.0,-2.4308725884946867,3.384797906728197,6.55784878407913,0.11306560460227902,205.80233258937204,8.699934967759187,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,heldout,2421.0,-2.58512634886781,3.510109172175021,5.618441829995417,0.1235026848409748,1.0718838687111991,3.1251784038723915,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,train,9039.0,-2.11159357706142,3.5659697823593675,7.150068599901101,0.14216174355570307,201.75463941814164,5.659205151621052,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,heldout,2421.0,-2.2720999799593287,3.735544732889161,6.011024448075302,0.15530772408095828,1.3022918955347944,2.833706422970556,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,train,9039.0,-3.5526224943040106,2.776311247151998,3.3085451516778104,0.07268503153003651,1.3590462823793215,113.35715620083671,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,heldout,2421.0,-3.8029023864212164,2.9011713010933917,3.358911128134605,0.09293680297397769,0.534808075899928,42.55569643228379,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,train,9039.0,-3.2009274524330493,3.4374501688806998,3.8323077856328918,0.1606372386325921,166.39823514062266,12.612980981959204,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,heldout,2421.0,-3.312612921323314,3.3870816059720563,3.8101888121479193,0.1536555142503098,139.14346473985378,3.91797192444721,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,train,9039.0,-3.3329278473202706,3.480226837458318,3.8745909900552093,0.1667219825201903,133.98219609329894,11.927608089712113,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,heldout,2421.0,-3.4666018114128363,3.4441004047292827,3.8473653115793143,0.16067740603056588,130.402489779072,3.4858125167711074,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,train,9039.0,-3.5090894064560842,3.459891165039536,3.873777599607407,0.1611903971678283,93.49598760849683,13.683932538467264,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,heldout,2421.0,-3.6733531520679676,3.416976760062025,3.9203085487055196,0.16026435357290375,1.3456516402234602,3.768037595601343,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,train,9039.0,-3.5357130598047206,3.371959596655241,3.9936086214035984,0.16473061179333998,137.5284125681252,10.45567294609341,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,heldout,2421.0,-3.715533963998105,3.4093765547960477,4.12429493366623,0.16398182569186287,203.36053974568486,3.3467895827028715,median_selected,62,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.920727649176019,,,,,median_selected,62,s03a_cv,amp_only,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2727366766230224,,,,,median_selected,62,s03a_cv,amp_only,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5967321628995208,,,,,median_selected,62,s03a_cv,amp_only,0.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9185652484193874,,,,,median_selected,62,s03a_cv,amp_only,0.01,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2714859056083796,,,,,median_selected,62,s03a_cv,amp_only,0.01,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5950255770138835,,,,,median_selected,62,s03a_cv,amp_only,0.01,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9277094951712819,,,,,median_selected,62,s03a_cv,amp_only,0.1,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2681560120948827,,,,,median_selected,62,s03a_cv,amp_only,0.1,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5979327536330823,,,,,median_selected,62,s03a_cv,amp_only,0.1,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.925539878245683,,,,,median_selected,62,s03a_cv,amp_only,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2929332570660617,,,,,median_selected,62,s03a_cv,amp_only,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6092365676558722,,,,,median_selected,62,s03a_cv,amp_only,1.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.921590031408698,,,,,median_selected,62,s03a_cv,amp_only,10.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2930062099685755,,,,,median_selected,62,s03a_cv,amp_only,10.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6072981206886368,,,,,median_selected,62,s03a_cv,amp_only,10.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,inv_sqrt_amp_1000,-157.0702888484072,-16.443803850889427,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,log_amp,-28.498665189015394,-9.38788254313315,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,inv_amp_1000,52.95983006734445,7.363023422595542,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,stave_B4,-4.2157992431682025,-1.9873468219767703,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,stave_B6,2.413787361815957,1.1378702745882252,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,s03a_coefficients,,,,,stave_B8,1.8020118841353108,0.8494765487004946,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9631723908173342,,,,,median_selected,62,signed_cv,inv_sqrt_amp,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2977614203139378,,,,,median_selected,62,signed_cv,inv_sqrt_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.630466905565636,,,,,median_selected,62,signed_cv,inv_sqrt_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9637481701373858,,,,,median_selected,62,signed_cv,inv_amp,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2781191147158077,,,,,median_selected,62,signed_cv,inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6209336424265968,,,,,median_selected,62,signed_cv,inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.9631723908173342,,,,,median_selected,62,signed_cv,inv_sqrt_plus_inv_amp,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.2977614203139378,,,,,median_selected,62,signed_cv,inv_sqrt_plus_inv_amp,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.630466905565636,,,,,median_selected,62,signed_cv,inv_sqrt_plus_inv_amp,,-1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B4_intercept,,,,-4.1030860381057215,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B6_intercept,,,,2.2852354354310966,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B8_intercept,,,,0.5622516813249009,-inf,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B4_1000_over_amp_positive,,,,4.7050162488986926e-21,0.0,inf,True,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B6_1000_over_amp_positive,,,,0.5664901105280346,0.0,inf,False,,,,,,,,,,,,,,,,
,,,,,,,,,,median_selected,62,signed_coefficients,,,,,B8_1000_over_amp_positive,,,,3.1462551129219456,0.0,inf,False,,,,,,,,,,,,,,,,
,,,4326.0,,1.932661684919367,,,,,median_selected,62,ridge_cv,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.3755345147010898,,,,,median_selected,62,ridge_cv,,0.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6540980998102284,,,,,median_selected,62,ridge_cv,,0.01,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.931943301912824,,,,,median_selected,62,ridge_cv,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.3747797968183026,,,,,median_selected,62,ridge_cv,,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6533615493655633,,,,,median_selected,62,ridge_cv,,0.1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.921082942440833,,,,,median_selected,62,ridge_cv,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.371109534475816,,,,,median_selected,62,ridge_cv,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6460962384583246,,,,,median_selected,62,ridge_cv,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.88273598374845,,,,,median_selected,62,ridge_cv,,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4713.0,,1.349406009758313,,,,,median_selected,62,ridge_cv,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.6160709967533815,,,,,median_selected,62,ridge_cv,,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4326.0,,1.754950839730462,,,,,median_selected,62,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4713.0,,1.2765271298614271,,,,,median_selected,62,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.5157389847959446,,,,,median_selected,62,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,7.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4326.0,,1.8264410860975566,,,,,median_selected,62,hgb_cv,,,0.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4713.0,,1.290479810798621,,,,,median_selected,62,hgb_cv,,,1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,0.0,,1.5584604484480888,,,,,median_selected,62,hgb_cv,,,-1.0,,,,,,,,,,80.0,0.05,15.0,0.0,64.0,20260610.0,,,,,,,,,,
,,,4326.0,,2.655409545239497,,,,,median_selected,62,mlp_cv,,,0.0,,,,,,,,,,,,,,,,16.0,0.0001,0.9595332145690918,,,,,,,
,,,4713.0,,2.9075506860878986,,,,,median_selected,62,mlp_cv,,,1.0,,,,,,,,,,,,,,,,16.0,0.0001,1.0585943460464478,,,,,,,
,,,0.0,,2.7814801156636975,,,,,median_selected,62,mlp_cv,,,-1.0,,,,,,,,,,,,,,,,16.0,0.0001,,,,,,,,
,,,,,,,,,,median_selected,62,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.2859562635421753,heldout_pulse_target,2421.0,2.6725484175351113,2.3409117222645843,2.562958846431196,,
,,,,,,,,,,median_selected,62,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.089837670326233,heldout_sigma_bin,606.0,2.2930406374600416,1.1390442874009041,1.8680738940585666,,
,,,,,,,,,,median_selected,62,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.230057954788208,heldout_sigma_bin,605.0,1.835702466202136,0.9169871790007066,1.4348918523406144,,
,,,,,,,,,,median_selected,62,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.3858344554901123,heldout_sigma_bin,605.0,2.9995187436729935,2.753060973073412,2.704710163082471,,
,,,,,,,,,,median_selected,62,mlp_calibration,,,,,,,,,,,,,,,,,,,,,1.6603364944458008,heldout_sigma_bin,605.0,3.6346297179848293,2.0195379832260434,2.213435186196562,,
,,,4326.0,,2.599420074906636,,,,,median_selected,62,cnn_cv,,,0.0,,,,,,,,,,,,,,,,,0.0001,1.2237811088562012,,,,,,cnn_waveform,4.0
,,,4713.0,,2.843805532541565,,,,,median_selected,62,cnn_cv,,,1.0,,,,,,,,,,,,,,,,,0.0001,1.2198408842086792,,,,,,cnn_waveform,4.0
,,,0.0,,2.7216128037241005,,,,,median_selected,62,cnn_cv,,,-1.0,,,,,,,,,,,,,,,,,0.0001,,,,,,,cnn_waveform,4.0
,,,,,,,,,,median_selected,62,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1509850025177002,heldout_pulse_target,2421.0,2.659207713392078,2.9871536933070995,3.1219967726591147,cnn_waveform,
,,,,,,,,,,median_selected,62,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1197314262390137,heldout_sigma_bin,606.0,3.161183789905607,3.4907967862650517,3.2069939074251135,cnn_waveform,
,,,,,,,,,,median_selected,62,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.130210280418396,heldout_sigma_bin,605.0,3.8582300534040073,3.5359289283269133,3.343813514361002,cnn_waveform,
,,,,,,,,,,median_selected,62,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.1715214252471924,heldout_sigma_bin,605.0,1.7042610071424065,1.3840893102008398,2.5972382463106,cnn_waveform,
,,,,,,,,,,median_selected,62,cnn_calibration,,,,,,,,,,,,,,,,,,,,,1.2668017148971558,heldout_sigma_bin,605.0,2.492076401200592,2.6024913486681345,2.717883589552387,cnn_waveform,
le500,2.0,train,10350.0,-1.3586769599300457,4.130086289966432,6.8213326289005805,0.20714975845410627,222.09195903083128,1.1391331036901275,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le500,2.0,heldout,1110.0,-1.319753876392566,4.583909700007694,7.374415951535576,0.26216216216216215,322.83848147147853,1.37443984902839,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,train,10350.0,-2.715561075070255,3.2231364051533062,6.80848679467583,0.04463768115942029,320.726026590193,19.605265961712217,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd10,2.0,heldout,1110.0,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,train,10350.0,-2.7864908292375095,3.1242645730659313,6.16216829951675,0.057004830917874394,289.26470608378787,15.455538172141283,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd20,2.0,heldout,1110.0,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,train,10350.0,-2.685840819226202,3.2267608464810174,6.2514534247349625,0.08927536231884058,267.33727089844774,14.432396629587474,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd30,2.0,heldout,1110.0,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,train,10350.0,-2.451788590258566,3.386902345949777,6.335876110637654,0.1132367149758454,189.09422019412008,10.459719160194517,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd40,2.0,heldout,1110.0,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,train,10350.0,-2.1366796872021183,3.575320247027155,6.771280308962895,0.14347826086956522,202.5710016168593,7.120508776982332,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfd50,2.0,heldout,1110.0,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,train,10350.0,-3.524984349437311,2.7624921747186413,3.2852600809794676,0.07256038647342995,1.4112900572333398,131.669053691962,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
template_phase,2.0,heldout,1110.0,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,train,10350.0,-3.170537098102354,3.38627229042713,3.8166929711544517,0.15681159420289856,165.1695352548591,11.790364758271172,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_1_9,2.0,heldout,1110.0,-3.206599544767329,3.604826933548911,3.8391146962395295,0.16306306306306306,1.0863256186759014,2.254953731032266,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,train,10350.0,-3.300634219909341,3.4288018806301928,3.869388630898835,0.16367149758454105,149.79238196426945,11.98671157279848,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_2_10,2.0,heldout,1110.0,-3.3813170172097795,3.6073593140869273,3.8765178643661042,0.16576576576576577,1.0079175322038687,2.665658918635515,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,train,10350.0,-3.46906650505629,3.4296361518044467,3.8834200380335706,0.16067632850241545,5.121570492858846,12.078206345052873,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_3_11,2.0,heldout,1110.0,-3.7668975535969977,3.5823342196157366,3.8712485166093074,0.17747747747747747,1.1992509005987146,3.0432883249000042,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,train,10350.0,-3.497740344852584,3.3574089282721293,4.025648942615835,0.1638647342995169,168.75420448602887,8.443582357122999,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of_4_12,2.0,heldout,1110.0,-3.9111642661292763,3.451954760703928,4.002194312848231,0.1783783783783784,1.0854328001981068,3.4255598207293647,median_selected,63,traditional_scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5088.0,,1.875970073767373,,,,,median_selected,63,s03a_cv,amp_only,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5262.0,,1.2919661944199126,,,,,median_selected,63,s03a_cv,amp_only,0.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.583968134093643,,,,,median_selected,63,s03a_cv,amp_only,0.0,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5088.0,,1.8753820625869329,,,,,median_selected,63,s03a_cv,amp_only,0.01,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,5262.0,,1.2911826110787985,,,,,median_selected,63,s03a_cv,amp_only,0.01,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,1.5832823368328657,,,,,median_selected,63,s03a_cv,amp_only,0.01,-1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
