pool,method,run,n_pairs,robust_width_ns,full_rms_ns
sample_iii_late,gradient_boosted_trees,61,18,1.4494894282707607,1.7105165400546678
sample_iii_late,gradient_boosted_trees,62,7,2.4882053640548976,3.5459588116717744
sample_iii_late,gradient_boosted_trees,63,28,0.39257203488480547,1.4390997129734855
sample_iii_late,gradient_boosted_trees,65,27,0.4494529409386716,2.3147418409033618
sample_iii_late,mlp,58,25,0.538925910826575,1.059918407124086
sample_iii_late,mlp,59,11,2.777626599711105,3.286653817966404
sample_iii_late,mlp,60,11,1.145019198242316,1.3131591911474374
sample_iii_late,mlp,61,18,1.8749156571199674,2.0676541221818967
sample_iii_late,mlp,62,7,2.040027745764555,2.9337069054672273
sample_iii_late,mlp,63,28,1.15120420550579,2.0004243775817656
sample_iii_late,mlp,65,27,1.7630922974058163,2.555145884741206
sample_iii_late,cnn_1d,58,25,1.066316484195939,1.2603744032705702
sample_iii_late,cnn_1d,59,11,2.7740852121412667,3.539453639702334
sample_iii_late,cnn_1d,60,11,1.0535315333855868,1.0163275453051017
sample_iii_late,cnn_1d,61,18,1.7280052698049377,2.350319040153373
sample_iii_late,cnn_1d,62,7,2.6096715419577787,5.772861525733263
sample_iii_late,cnn_1d,63,28,1.5208824000210956,2.537194821531963
sample_iii_late,cnn_1d,65,27,1.8155322719350035,3.5741514635174414
sample_iii_late,gated_residual_cnn_new,58,25,0.46806637626052916,0.5964769224179243
sample_iii_late,gated_residual_cnn_new,59,11,0.43751615097729524,0.4855475145944247
sample_iii_late,gated_residual_cnn_new,60,11,0.38579979917245394,0.5938242984861762
sample_iii_late,gated_residual_cnn_new,61,18,0.4474821437923314,0.6821841558152515
sample_iii_late,gated_residual_cnn_new,62,7,0.4317593300692608,0.8389167990127423
sample_iii_late,gated_residual_cnn_new,63,28,0.4496379193281381,0.4530978071892576
sample_iii_late,gated_residual_cnn_new,65,27,0.32236165496416413,0.6507114344842065
sample_iii_mixed,constrained_monotone_timewalk,58,25,1.0760187025964294,1.2834413329927996
sample_iii_mixed,constrained_monotone_timewalk,59,11,1.000398474643978,1.1970159211684868
sample_iii_mixed,constrained_monotone_timewalk,60,11,0.9702199490985202,1.1629100886902515
sample_iii_mixed,constrained_monotone_timewalk,61,18,1.6591342757554395,1.8017501123333235
sample_iii_mixed,constrained_monotone_timewalk,62,7,0.9904105716088881,1.5664861425966525
sample_iii_mixed,constrained_monotone_timewalk,63,28,1.333362147970506,1.3891231727124358
sample_iii_mixed,constrained_monotone_timewalk,65,27,1.5737929904739256,1.6205563204471265
sample_iii_mixed,ridge,58,25,0.9176595408114281,2.283676099171122
sample_iii_mixed,ridge,59,11,2.7636412993041346,2.6413440658597778
sample_iii_mixed,ridge,60,11,1.2701082871740637,1.4380513781045374
sample_iii_mixed,ridge,61,18,1.9114635567161646,2.220100202810205
sample_iii_mixed,ridge,62,7,3.5517840603956836,4.4524207775194755
sample_iii_mixed,ridge,63,28,1.160919031932608,1.6136678046908923
sample_iii_mixed,ridge,65,27,1.25042690359904,2.032327156180605
sample_iii_mixed,gradient_boosted_trees,58,25,0.7147281716828805,1.02822627087315
sample_iii_mixed,gradient_boosted_trees,59,11,1.3748992650899177,1.5669087657126475
sample_iii_mixed,gradient_boosted_trees,60,11,0.5644620231053925,0.6910606296982179
sample_iii_mixed,gradient_boosted_trees,61,18,1.4166132113685397,1.7810245006461116
sample_iii_mixed,gradient_boosted_trees,62,7,1.310137376668613,3.4901808719803555
sample_iii_mixed,gradient_boosted_trees,63,28,0.3945219639962212,1.155213699287851
sample_iii_mixed,gradient_boosted_trees,65,27,0.4903159094923841,0.8447346865065475
sample_iii_mixed,mlp,58,25,0.606921143091256,1.2819408098930474
sample_iii_mixed,mlp,59,11,2.78652359882615,3.174748380315185
sample_iii_mixed,mlp,60,11,1.0931831042046667,1.4802326463274036
sample_iii_mixed,mlp,61,18,1.977269087817959,2.2165050387091365
sample_iii_mixed,mlp,62,7,2.3675423947712666,2.884045264754277
sample_iii_mixed,mlp,63,28,1.057862592672895,1.8970561094875213
sample_iii_mixed,mlp,65,27,1.6597080912820852,2.4549265121676633
sample_iii_mixed,cnn_1d,58,25,0.5897190705203152,1.7891214127733774
sample_iii_mixed,cnn_1d,59,11,0.9486318764866395,1.5571699426028218
sample_iii_mixed,cnn_1d,60,11,0.5439001422041645,2.192822303464543
sample_iii_mixed,cnn_1d,61,18,0.8483644795367151,1.9194821733785576
sample_iii_mixed,cnn_1d,62,7,2.08319170299925,4.553264447350176
sample_iii_mixed,cnn_1d,63,28,0.4782020406876154,0.7220150530275928
sample_iii_mixed,cnn_1d,65,27,0.612353607842298,2.1901873402996093
sample_iii_mixed,gated_residual_cnn_new,58,25,0.2688166296286921,0.299729877460166
sample_iii_mixed,gated_residual_cnn_new,59,11,0.2965168826523478,0.2624727089422401
sample_iii_mixed,gated_residual_cnn_new,60,11,0.21880870723438978,0.38440257103752246
sample_iii_mixed,gated_residual_cnn_new,61,18,0.2510113809052882,0.346783562110405
sample_iii_mixed,gated_residual_cnn_new,62,7,0.3591845395529506,0.36948156029671164
sample_iii_mixed,gated_residual_cnn_new,63,28,0.2033768657569264,0.2506969440355837
sample_iii_mixed,gated_residual_cnn_new,65,27,0.22365222026000658,0.40692547112331595
