path,status,source_path,sha256,source_sha256,claim_ids,evidence_class,publication_role
model_diagnostics/timing_mc_method_closure.png,MC_METHOD_CLOSURE,docs/figures/paper/timing_mc_method_closure.png,,,,MC_METHOD_CLOSURE,simulation method diagnostic
model_diagnostics/pid_mc_validation.png,SIMULATION_RESULT,docs/figures/paper/pid_mc_validation.png,,,,SIMULATION_RESULT,simulation result only
model_diagnostics/adc_mc_calibration.png,SIMULATION_RESULT,docs/figures/paper/adc_mc_calibration.png,,,,SIMULATION_RESULT,simulation result only
model_diagnostics/birks_mc_comparison.png,SIMULATION_RESULT,docs/figures/paper/birks_mc_comparison.png,,,,SIMULATION_RESULT,simulation result only
model_diagnostics/pileup_digitizer_mc.png,SIMULATION_RESULT,docs/figures/paper/pileup_digitizer_mc.png,,,,SIMULATION_RESULT,simulation result only
illustrative/geometry_tof.png,ILLUSTRATIVE,docs/figures/reports/0000000012.1.truthtiming/figures/geometry_tof.png,,,,ILLUSTRATIVE,superseded by final/ccb_layout.pdf; removed from manuscript
illustrative/06_timewalk_explained.png,ILLUSTRATIVE,docs/figures/06_timewalk_explained.png,,,,ILLUSTRATIVE,no measured claim
illustrative/03_waveform_annotated.png,ILLUSTRATIVE,docs/figures/03_waveform_annotated.png,,,,ILLUSTRATIVE,no measured claim
gated/618_data_amplitude_I_II.png,GATED,reports/paper_618_species_penetration_2m_20260814T1449Z/figures/618_data_amplitude_I_II.png,,,,GATED,#618 beam-data amplitude proxy dE-E
gated/618_data_penetration_I_II.png,GATED,reports/paper_618_species_penetration_2m_20260814T1449Z/figures/618_data_penetration_I_II.png,,,,GATED,#618 beam-data stopping-layer overlay
gated/edep_reconstruction_heldout_E_vis.pdf,GATED,reports/paper_1303_optical_campaign_20260815T2209Z/edep_reconstruction_heldout_E_vis.pdf,,,,GATED,#1297/#1303 held-out E_vis reconstruction (CL-029 GATED)
gated/edep_reconstruction_heldout_E_raw.pdf,GATED,reports/paper_1303_optical_campaign_20260815T2209Z/edep_reconstruction_heldout_E_raw.pdf,,,,GATED,#1297/#1303 held-out E_raw negative control (CL-029 GATED)
