method,point,recall,precision,threshold
ridge,293,0.9997362521429514,0.835832414553473,0.0566540460455402
ridge,294,0.9997362521429514,0.8359245782335428,0.0566928582219514
ridge,295,0.9997362521429514,0.836016762240847,0.0569843371324987
ridge,296,0.9997362521429514,0.836108966582111,0.0570066483712947
ridge,297,0.9997362521429514,0.8362011912640636,0.0570416781209737
ridge,298,0.9997362521429514,0.8362934362934363,0.0571118430774593
ridge,299,0.9997362521429514,0.8363857016769638,0.0571237975276172
ridge,300,0.9997362521429514,0.8364779874213837,0.057139191294486
ridge,301,0.9997362521429514,0.8365702935334364,0.0578100368588854
ridge,302,0.9997362521429514,0.8366626200198654,0.0580780209252684
ridge,303,0.9997362521429514,0.8367549668874172,0.0581538597510657
ridge,304,0.9997362521429514,0.8368473341428414,0.0582385336305897
ridge,305,0.9997362521429514,0.8369397217928902,0.0584066232424891
ridge,306,0.9997362521429514,0.8370321298443193,0.0584086466299933
ridge,307,0.9997362521429514,0.8371245583038869,0.0585374351926017
ridge,308,0.9997362521429514,0.8372170071783545,0.0585515428411571
ridge,309,0.9997362521429514,0.8373094764744864,0.0585963676988289
ridge,310,0.9997362521429514,0.83740196619905,0.0586246039797716
ridge,311,0.9997362521429514,0.8374944763588157,0.0587076435315188
ridge,312,0.9997362521429514,0.8375870069605569,0.0589659548153398
ridge,313,0.9997362521429514,0.8376795580110498,0.0591314420553772
ridge,314,0.9997362521429514,0.8377721295170737,0.0591806613650893
ridge,315,0.9997362521429514,0.8378647214854111,0.0593574155645129
ridge,316,0.9997362521429514,0.8379573339228473,0.0595783404633168
ridge,317,0.9997362521429514,0.8380499668361707,0.0596858789428224
ridge,318,0.9997362521429514,0.8381426202321725,0.0598946601455523
ridge,319,0.9997362521429514,0.8382352941176471,0.0600634248027046
ridge,320,0.9997362521429514,0.8383279884993918,0.0605237766271107
ridge,321,0.9997362521429514,0.838420703384207,0.0609621464448788
ridge,322,0.9997362521429514,0.8385134387788962,0.0610413637101396
ridge,323,0.999604378214427,0.838495575221239,0.0613100260812782
ridge,324,0.999604378214427,0.8385883394180772,0.0614512158458823
ridge,325,0.999604378214427,0.8386811241425094,0.0616469806386472
ridge,326,0.999604378214427,0.83877392940135,0.0617341971574672
ridge,327,0.999604378214427,0.8388667552014165,0.0618659110119811
ridge,328,0.999604378214427,0.8389596015495296,0.0620861840354662
ridge,329,0.999604378214427,0.8390524684525127,0.0621420869601587
ridge,330,0.999604378214427,0.8391453559171925,0.0622137922978764
ridge,331,0.999604378214427,0.8392382639503986,0.0622606690092146
ridge,332,0.999604378214427,0.8393311925589636,0.0624459631386442
ridge,333,0.999604378214427,0.8394241417497231,0.0625511226217561
ridge,334,0.999604378214427,0.839517111529516,0.062649067485571
ridge,335,0.999604378214427,0.8396101019051839,0.0627244819691916
ridge,336,0.999604378214427,0.8397031128835715,0.062791385551672
ridge,337,0.999604378214427,0.8397961444715267,0.0628412579499868
ridge,338,0.999604378214427,0.8398891966759002,0.0628512339833088
ridge,339,0.999604378214427,0.8399822695035462,0.063134518888694
ridge,340,0.999604378214427,0.840075362961321,0.0633455776532543
ridge,341,0.999604378214427,0.8401684770560851,0.0633626147998314
ridge,342,0.999604378214427,0.8402616117947013,0.0633886602706479
ridge,343,0.999604378214427,0.8403547671840355,0.0634949502921087
ridge,344,0.999604378214427,0.8404479432309568,0.0635506678440995
ridge,345,0.999604378214427,0.8405411399423376,0.0639779857745697
ridge,346,0.999604378214427,0.8406343573250527,0.0642083834269304
ridge,347,0.999604378214427,0.8407275953859805,0.0643442835550365
ridge,348,0.999604378214427,0.8408208541320022,0.0647555348319168
ridge,349,0.999604378214427,0.8409141335700022,0.064833736937702
ridge,350,0.9994725042859027,0.8408964828580938,0.0654918721718709
ridge,351,0.9994725042859027,0.8409897913892588,0.065538109881223
ridge,352,0.9994725042859027,0.8410831206303407,0.0656021570204263
ridge,353,0.9994725042859027,0.8411764705882353,0.0656346787807745
ridge,354,0.9994725042859027,0.8412698412698413,0.0657495249302559
ridge,355,0.9994725042859027,0.8413632326820604,0.0659361194908276
ridge,356,0.9994725042859027,0.8414566448317975,0.0664997634254649
ridge,357,0.9994725042859027,0.8415500777259605,0.0671173501865481
ridge,358,0.9994725042859027,0.8416435313714603,0.0674298595502191
ridge,359,0.9994725042859027,0.841737005775211,0.0675131457693181
ridge,360,0.9994725042859027,0.8418305009441297,0.0678294646860789
ridge,361,0.9994725042859027,0.8419240168851366,0.0679495990873517
ridge,362,0.9994725042859027,0.842017553605155,0.0681360001979305
ridge,363,0.9994725042859027,0.8421111111111111,0.0684152210267603
ridge,364,0.9994725042859027,0.8422046894099344,0.0684598592271628
ridge,365,0.9994725042859027,0.8422982885085575,0.0685389517364997
ridge,366,0.9994725042859027,0.8423919084139158,0.0687744302440812
ridge,367,0.9994725042859027,0.8424855491329479,0.0691236507666861
ridge,368,0.9994725042859027,0.8425792106725959,0.0693959290137731
ridge,369,0.9994725042859027,0.8426728930398043,0.0696457928512599
ridge,370,0.9994725042859027,0.8427665962415212,0.0700481743805698
ridge,371,0.9994725042859027,0.8428603202846975,0.0704307638206203
ridge,372,0.9994725042859027,0.8429540651762873,0.0710560372840388
ridge,373,0.9994725042859027,0.8430478309232481,0.0711158988827578
ridge,374,0.9994725042859027,0.8431416175325398,0.0715662652131265
ridge,375,0.9994725042859027,0.8432354250111259,0.0717116952732779
ridge,376,0.9994725042859027,0.8433292533659731,0.0718889315317781
ridge,377,0.9994725042859027,0.8434231026040507,0.0722921457513968
ridge,378,0.9994725042859027,0.8435169727323316,0.0724535745387885
ridge,379,0.9994725042859027,0.8436108637577916,0.0724707764843904
ridge,380,0.9994725042859027,0.8437047756874095,0.0724827281816269
ridge,381,0.9994725042859027,0.8437987085281674,0.0724959766613854
ridge,382,0.9994725042859027,0.8438926622870504,0.0726751758294138
ridge,383,0.9994725042859027,0.8439866369710468,0.0727439057005845
ridge,384,0.9994725042859027,0.8440806325871478,0.0729524955860108
ridge,385,0.9994725042859027,0.844174649142348,0.0732530173575833
ridge,386,0.9994725042859027,0.8442686866436449,0.0739522304781989
ridge,387,0.9994725042859027,0.8443627450980392,0.0739944674640112
ridge,388,0.9994725042859027,0.8444568245125348,0.0741079653409652
ridge,389,0.9994725042859027,0.8445509248941386,0.0741655240505172
ridge,390,0.9994725042859027,0.8446450462498607,0.0742084898602535
ridge,391,0.9994725042859027,0.8447391885867143,0.0745966298096025
ridge,392,0.9994725042859027,0.8448333519117155,0.0747076224134594
ridge,393,0.9994725042859027,0.8449275362318841,0.0747358786642964
ridge,394,0.9994725042859027,0.8450217415542424,0.0752002057443771
ridge,395,0.9994725042859027,0.8451159678858162,0.0755397947091014
ridge,396,0.9994725042859027,0.8452102152336345,0.075703403725389
ridge,397,0.9994725042859027,0.845304483604729,0.0758572354625382
ridge,398,0.9994725042859027,0.845398773006135,0.0760696888461556
ridge,399,0.9994725042859027,0.8454930834448907,0.0760988917038194
ridge,400,0.9994725042859027,0.8455874149280375,0.0765118253119083
ridge,401,0.9994725042859027,0.8456817674626199,0.076654203547497
ridge,402,0.9994725042859027,0.8457761410556858,0.0767039237734287
ridge,403,0.9994725042859027,0.8458705357142857,0.0768296637284342
ridge,404,0.9994725042859027,0.8459649514454738,0.0769647265640325
ridge,405,0.9994725042859027,0.8460593882563072,0.0775536737551865
ridge,406,0.9994725042859027,0.8461538461538461,0.077652559737271
ridge,407,0.9994725042859027,0.8462483251451541,0.0776832041336812
ridge,408,0.9994725042859027,0.8463428252372976,0.0780702850891467
ridge,409,0.9994725042859027,0.8464373464373465,0.0780831902308923
ridge,410,0.9994725042859027,0.8465318887523735,0.078194936456641
ridge,411,0.9994725042859027,0.8466264521894549,0.0782625798869758
ridge,412,0.9994725042859027,0.8467210367556698,0.0783661787623006
ridge,413,0.9994725042859027,0.8468156424581006,0.0784347570886122
ridge,414,0.9994725042859027,0.8469102693038328,0.0785735562028595
ridge,415,0.9994725042859027,0.8470049172999553,0.0785794166991259
ridge,416,0.9994725042859027,0.8470995864535599,0.078628740500291
ridge,417,0.9994725042859027,0.8471942767717415,0.0786754626651307
ridge,418,0.9994725042859027,0.8472889882615987,0.0790427024604634
ridge,419,0.9994725042859027,0.8473837209302325,0.0791205387254943
ridge,420,0.9994725042859027,0.8474784747847478,0.0792165407289182
ridge,421,0.9994725042859027,0.8475732498322522,0.0792946955537836
ridge,422,0.9994725042859027,0.8476680460798568,0.0794148315365818
ridge,423,0.9994725042859027,0.8477628635346757,0.0795215563160502
ridge,424,0.9994725042859027,0.847857702203826,0.0796184879333832
