event_index,run,group,current_nA,eventno,stratum,amp_bin,baseline_bin,p02_topology,ref_stave,ref_amp_adc,adaptive_lowering_adc,downstream,one_sse_norm,resid_late_max_frac,trad_secondary_fraction,trad_secondary_primary_ratio,trad_score_sse_improvement,trad_failed,trad_t1_sample,trad_t2_sample,trad_amp1_adc,trad_amp2_adc,method,accepted,pred_secondary_fraction,pred_overlap_probability,accepted_secondary_contribution,bad_proxy,bad_proxy_contribution,secondary_amplitude_sideband,delay_cell,baseline_state,saturation_support,joint_sideband_cell,blinded_recoverability_score,blinded_recoverable,adjudication_band,reviewer_a_score,reviewer_b_score,reviewer_a_label,reviewer_b_label,reviewer_consensus_label,reviewer_disagreement,p05g_label_changed,consensus_probability
31520,48,high_20nA,20.0,66860,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6441.0,398.3850000000002,0,0.2805199321035045,0.5492935879521813,0.0,0.0,0.0,True,3.4051673944687044,6.405167394468704,2393.3133129891544,3392.535481398448,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3667858489107571,0,borderline,0.11620668169527686,0.2086588301604955,0,0,0,0,0,0.23055045358884316
34994,48,high_20nA,20.0,75785,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9094.5,6644.0825,0,0.2549953872611861,0.570289735554456,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3916220204507081,0,borderline,0.1761776524239576,0.3061565378338151,0,0,0,0,0,0.29131873690282695
37351,48,high_20nA,20.0,81752,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9310.5,6610.8425,0,0.2558699051025653,0.5728478599430751,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3880913165832275,0,borderline,0.1665486753277569,0.29029206614639236,0,0,0,0,0,0.2816440193524589
39888,48,high_20nA,20.0,86863,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7066.5,1813.5025,1,0.2848415869091137,0.4217788155381023,0.0,0.0,0.0,True,3.1834728033472808,7.18347280334728,1783.393756582891,2028.227628579773,traditional_template_fit,0,0.0,0.0,0.0,1,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3679194569364868,0,borderline,0.31583378412517304,0.29917081850015886,0,0,0,0,0,0.3276413531872729
41295,48,high_20nA,20.0,90271,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7908.0,1239.38,0,0.2585340139403397,0.3889731917046029,0.0,0.0,0.0,True,3.243627031650984,6.243627031650984,1448.854377992347,2416.533902875425,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.5380706130626434,1,borderline,0.7953977947466024,0.7144035509030845,1,1,1,0,0,0.6826239862374436
41724,48,high_20nA,20.0,91243,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9339.5,6605.4075,0,0.2578992046020784,0.5755661437978479,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3825344522369383,0,borderline,0.14862465061594454,0.26922304362010624,0,0,0,0,0,0.2667940488243297
41809,48,high_20nA,20.0,91429,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8801.5,529.4775,1,0.233197401321738,0.4532750099414872,0.0,0.0,0.0,True,3.900476980506014,6.9004769805060135,3519.322648864584,4189.979323119352,traditional_template_fit,0,0.0,0.0,0.0,1,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4285741409614313,0,borderline,0.7864098487852139,0.6497504287188048,1,1,1,0,1,0.6215781394884834
44479,49,high_20nA,20.0,97661,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9508.0,6593.38,0,0.2608976242204185,0.5582667227597813,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3915514909837875,0,borderline,0.16546062401239994,0.2777176041059684,0,0,0,0,0,0.2782432397007186
47748,49,high_20nA,20.0,104806,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7139.5,248.40750000000023,0,0.267232797319978,0.5309195321801247,0.0,0.0,0.0,True,4.1250857142857145,7.1250857142857145,2837.5743723785995,3480.2533758887,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.403311433679034,0,borderline,0.246551564309016,0.32647721522399287,0,0,0,0,0,0.3254467377373476
48120,49,high_20nA,20.0,105676,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8182.0,565.2700000000004,0,0.2711671029742709,0.4665118552921046,0.0,0.0,0.0,True,2.8494536482199506,6.849453648219951,3406.7273585802745,4369.355515456937,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4502952177061028,1,borderline,0.41306138261039177,0.41826570336665964,0,0,0,0,1,0.4272074345610514
51165,49,high_20nA,20.0,112498,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7432.5,403.0124999999998,0,0.253476048674218,0.4922300706357215,0.0,0.0,0.0,True,3.223463687150838,6.223463687150838,2684.850385976701,3583.9629413638067,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.459127518310637,1,borderline,0.5254953275887205,0.5348476365851386,1,1,1,0,0,0.5064901608281653
51660,49,high_20nA,20.0,113754,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7725.5,498.6175000000003,0,0.2856653220840635,0.4520742993980972,0.0,0.0,0.0,True,3.154079819033769,8.15407981903377,1712.1196893479105,2966.1665331149297,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4378180919911723,0,borderline,0.3090722954187776,0.3357820253731171,0,0,0,0,0,0.3608908042610223
52396,49,high_20nA,20.0,115473,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9222.0,6656.67,0,0.2759290345965698,0.5567122099327695,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3682522109500519,0,borderline,0.08989825096209163,0.18665565650636312,0,0,0,0,0,0.2149353728061689
54089,49,high_20nA,20.0,119738,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9399.5,6622.5075,0,0.2529823461939511,0.5621043672535773,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4016754045698677,0,borderline,0.212715002249086,0.33427336541637076,0,0,0,0,0,0.3162212574117748
55346,49,high_20nA,20.0,122904,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8480.0,503.8000000000002,1,0.255003038503471,0.4595518867924528,0.0,0.0,0.0,True,3.5531123139377536,8.553112313937753,2221.0604604505884,3938.887135813943,traditional_template_fit,0,0.0,0.0,0.0,1,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3862243116966707,0,borderline,0.5421132564990193,0.44090317506131,1,0,0,1,0,0.45641358108566665
57092,49,high_20nA,20.0,126988,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9303.5,6618.9475,0,0.2683623529508314,0.5617778255495244,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3764432837228988,0,borderline,0.11588569541132519,0.2228073269792111,0,0,0,0,0,0.23837876870447836
57421,49,high_20nA,20.0,127827,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7212.0,1092.8199999999997,0,0.3211295324657817,0.4893233499722684,0.0,0.0,0.0,True,1.3256909992912829,7.325690999291282,2971.997534404341,4627.734337366189,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3506324091877583,0,borderline,0.04601166224655541,0.09304917746570476,0,0,0,0,0,0.16323108296667282
59250,50,high_20nA,20.0,130828,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,5583.0,1384.255,0,0.265851969793312,0.4631918323481999,0.0,0.0,0.0,True,3.2286,9.2286,4003.041300135096,1417.0972862163085,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4622434339483144,1,borderline,0.4606779851114267,0.5295510484302531,1,1,1,0,0,0.4841574891633314
64635,50,high_20nA,20.0,138143,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,9279.5,6607.3075,0,0.2496199895207319,0.592865994935072,0.0,0.0,0.0,True,,,,,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.3823282285487915,0,borderline,0.16565322767332502,0.29888834840005934,0,0,0,0,0,0.2822899348740586
73214,50,high_20nA,20.0,149293,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6932.5,452.5124999999998,0,0.2667583867764997,0.5135953840605842,0.0,0.0,0.0,True,3.2680311890838207,6.268031189083821,2319.617838510609,3620.954746021636,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.418396166891167,0,borderline,0.29903965216583606,0.3727768683042234,0,0,0,0,0,0.36340422912040876
73716,50,high_20nA,20.0,149950,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8815.5,210.2675,0,0.2704068664260557,0.46514661675458,0.0,0.0,0.0,True,3.3093114241001564,8.309311424100157,2483.981472140791,3986.223069983108,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4527502801664849,1,borderline,0.4332283443872454,0.41530786623325755,0,0,0,0,1,0.4337621635956626
76405,50,high_20nA,20.0,153354,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7046.0,287.3099999999995,0,0.2622450722585786,0.4616803860346296,0.0,0.0,0.0,True,4.604590275416525,9.604590275416523,1357.9255240309055,2384.1107557435544,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4697697567361678,1,borderline,0.5389644977514082,0.5357453385241916,1,1,1,0,0,0.5148265310039225
79745,50,high_20nA,20.0,157598,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,6953.0,238.705,0,0.2436076320491204,0.4961886955271106,0.0,0.0,0.0,True,4.814661654135339,6.814661654135339,2312.536788438104,3305.445253776358,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4730683441101159,1,borderline,0.62792728001881,0.6252667652272881,1,1,1,0,0,0.5754207964520713
92581,51,high_20nA,20.0,174466,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7198.0,249.0299999999997,0,0.2318313450332308,0.4792998055015282,0.0,0.0,0.0,True,4.772067039106146,6.772067039106146,2498.044783378072,3274.4565106779755,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.5083483746993946,1,borderline,0.7928702820168368,0.7505852216266736,1,1,1,0,0,0.6839346261143017
95486,51,high_20nA,20.0,178653,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8529.5,805.5574999999999,1,0.2380833056852268,0.4391230435547218,0.0,0.0,0.0,True,3.5645894001164824,8.564589400116482,5443.635872528905,1805.59116479344,traditional_template_fit,0,0.0,0.0,0.0,1,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4318704894103325,0,borderline,0.7793142509020559,0.6441685255107493,1,1,1,0,1,0.6184510886077125
95892,51,high_20nA,20.0,179246,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7946.5,1219.3024999999998,0,0.2607102606537931,0.4580003775246964,0.0,0.0,0.0,True,3.551881918819189,7.551881918819189,1968.0195454091947,3012.2317327638884,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4755623490868984,1,borderline,0.5542023465405389,0.5399257200860137,1,1,1,0,0,0.5232301385711503
96943,51,high_20nA,20.0,180746,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,8781.0,666.2849999999999,1,0.24069585878062,0.425805716888737,0.0,0.0,0.0,True,3.4443408223823653,8.444340822382365,5524.817117749146,1846.2582512934748,traditional_template_fit,0,0.0,0.0,0.0,1,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.4384676508394172,0,borderline,0.7938007497195577,0.6463965366211469,1,1,1,0,1,0.6262216457267072
98736,51,high_20nA,20.0,183215,amp_ge_4500|s16_large_lowering|p02_broad_late,amp_ge_4500,s16_large_lowering,p02_broad_late,B2,7694.5,1019.0825000000004,0,0.2451253923299508,0.405809344336864,0.0,0.0,0.0,True,3.1799595141700405,7.17995951417004,4898.942388708842,1806.9490816887449,traditional_template_fit,0,0.0,0.0,0.0,0,0.0,sec_tiny_lt0p12,delay_fit_unavailable,s16_large_lowering,sat_high_amp_large_lowering,sec_tiny_lt0p12|delay_fit_unavailable|s16_large_lowering|sat_high_amp_large_lowering,0.5472118372495771,1,borderline,0.8524998854207041,0.7812274308659362,1,1,1,0,0,0.7269797178454058
