split_name,endpoint,method,delta_vs_traditional,ci_low,ci_high,delta_definition
particle_heldout,energy_scale,1d_cnn,0.05901200164188305,0.049560045699916865,0.06753849169694832,AUC gain for classification; sigma68 increase for regression
run_heldout,pileup_sideband,spectral_transformer_new,-0.01442980771240115,-0.018047708950953346,-0.010003666111595819,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,1d_cnn,-0.20100084858385872,-0.23401883773885582,-0.17497136792043347,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,gradient_boosted_trees,0.009508248595661564,0.0058250900127102875,0.012724021569471293,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,mlp,-0.014437537760151775,-0.02131063484067864,-0.00884685679056775,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,ridge,-0.0001026249980842036,-0.0005252102909252653,0.00031446246475659296,AUC gain for classification; sigma68 increase for regression
run_heldout,pulse_shape_harmonics,spectral_transformer_new,-0.1751720518756359,-0.21378739389474327,-0.14335199690700762,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,1d_cnn,-0.11897112416022473,-0.19348476087682592,-0.08181002606107735,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,gradient_boosted_trees,0.10793048355550369,0.07329783300082854,0.1591961435437634,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,mlp,-0.12423414250998328,-0.1934196158468275,-0.07161511616826106,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,ridge,0.0033218371932270383,-0.0014079101917096632,0.007836837073463807,AUC gain for classification; sigma68 increase for regression
run_heldout,saturation_clipping,spectral_transformer_new,-0.13943218577520175,-0.19711189041134952,-0.11083360036124097,AUC gain for classification; sigma68 increase for regression
