method,spacing_cm,split,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,heldout_run,table,candidate,fold,active_positive_terms,feature,coefficient_ns_per_unit,lower_bound,upper_bound,at_positive_bound
cfd10,2.0,heldout,1110.0,-2.809220206458404,3.3315524587883734,6.640219649259828,0.05225225225225225,242.46233867324588,2.8154112432401996,63,traditional_scan,,,,,,,,
cfd20,2.0,train,10350.0,-2.7864908292375095,3.1242645730659313,6.16216829951675,0.057004830917874394,289.26470608378787,15.455538172141283,63,traditional_scan,,,,,,,,
cfd20,2.0,heldout,1110.0,-3.0056042907040226,3.4035141628299086,6.5830265869175175,0.07207207207207207,316.9725770697338,4.393756259298289,63,traditional_scan,,,,,,,,
cfd30,2.0,train,10350.0,-2.685840819226202,3.2267608464810174,6.2514534247349625,0.08927536231884058,267.33727089844774,14.432396629587474,63,traditional_scan,,,,,,,,
cfd30,2.0,heldout,1110.0,-2.8414114112722952,3.4846886834183652,6.581527673468596,0.0963963963963964,0.8946339864481381,2.796414992466682,63,traditional_scan,,,,,,,,
cfd40,2.0,train,10350.0,-2.451788590258566,3.386902345949777,6.335876110637654,0.1132367149758454,189.09422019412008,10.459719160194517,63,traditional_scan,,,,,,,,
cfd40,2.0,heldout,1110.0,-2.567911305517743,3.5834597127172714,6.691306540627018,0.12882882882882882,1.153238683877,1.5903990723707762,63,traditional_scan,,,,,,,,
cfd50,2.0,train,10350.0,-2.1366796872021183,3.575320247027155,6.771280308962895,0.14347826086956522,202.5710016168593,7.120508776982332,63,traditional_scan,,,,,,,,
cfd50,2.0,heldout,1110.0,-2.1782285032212236,3.759772549262583,8.221552387263516,0.15855855855855855,1.4482049102748815,1.2916521541321138,63,traditional_scan,,,,,,,,
template_phase,2.0,train,10350.0,-3.524984349437311,2.7624921747186413,3.2852600809794676,0.07256038647342995,1.4112900572333398,131.669053691962,63,traditional_scan,,,,,,,,
template_phase,2.0,heldout,1110.0,-3.792535319238546,2.878716689818031,3.381787187237262,0.0963963963963964,0.7599028414983818,18.883976575955828,63,traditional_scan,,,,,,,,
of_1_9,2.0,train,10350.0,-3.170537098102354,3.38627229042713,3.8166929711544517,0.15681159420289856,165.1695352548591,11.790364758271172,63,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,1110.0,-3.206599544767329,3.604826933548911,3.8391146962395295,0.16306306306306306,1.0863256186759014,2.254953731032266,63,traditional_scan,,,,,,,,
of_2_10,2.0,train,10350.0,-3.300634219909341,3.4288018806301928,3.869388630898835,0.16367149758454105,149.79238196426945,11.98671157279848,63,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,1110.0,-3.3813170172097795,3.6073593140869273,3.8765178643661042,0.16576576576576577,1.0079175322038687,2.665658918635515,63,traditional_scan,,,,,,,,
of_3_11,2.0,train,10350.0,-3.46906650505629,3.4296361518044467,3.8834200380335706,0.16067632850241545,5.121570492858846,12.078206345052873,63,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,1110.0,-3.7668975535969977,3.5823342196157366,3.8712485166093074,0.17747747747747747,1.1992509005987146,3.0432883249000042,63,traditional_scan,,,,,,,,
of_4_12,2.0,train,10350.0,-3.497740344852584,3.3574089282721293,4.025648942615835,0.1638647342995169,168.75420448602887,8.443582357122999,63,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,1110.0,-3.9111642661292763,3.451954760703928,4.002194312848231,0.1783783783783784,1.0854328001981068,3.4255598207293647,63,traditional_scan,,,,,,,,
,,,5088.0,,1.9238587826084341,,,,,63,signed_cv,inv_sqrt_amp,0.0,1.0,,,,,
,,,5262.0,,1.3109423644631315,,,,,63,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.6174005735357828,,,,,63,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,5088.0,,1.9123364724861698,,,,,63,signed_cv,inv_amp,0.0,1.0,,,,,
,,,5262.0,,1.2877827177264973,,,,,63,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6000595951063334,,,,,63,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,5088.0,,1.9238587826084341,,,,,63,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,5262.0,,1.3109423644631315,,,,,63,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6174005735357828,,,,,63,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,63,signed_coefficients,,,,B4_intercept,-4.055426501004592,-inf,inf,False
,,,,,,,,,,63,signed_coefficients,,,,B6_intercept,2.397576183362704,-inf,inf,False
,,,,,,,,,,63,signed_coefficients,,,,B8_intercept,0.6155483811030166,-inf,inf,False
,,,,,,,,,,63,signed_coefficients,,,,B4_1000_over_amp_positive,5.58429631534549e-21,0.0,inf,True
,,,,,,,,,,63,signed_coefficients,,,,B6_1000_over_amp_positive,0.2239766794125188,0.0,inf,False
,,,,,,,,,,63,signed_coefficients,,,,B8_1000_over_amp_positive,2.9529461457701687,0.0,inf,False
le500,2.0,train,11262.0,-1.3356114401036336,4.1728426264554965,6.916718440520688,0.21248446101935714,218.7025520067009,1.3548904161779425,65,traditional_scan,,,,,,,,
le500,2.0,heldout,198.0,-2.0493670935837667,3.9726274193107756,4.010145019658937,0.20707070707070707,2.0979210883854167,0.8406468781894344,65,traditional_scan,,,,,,,,
cfd10,2.0,train,11262.0,-2.7079688275300775,3.2322543162531985,6.841240621584095,0.04519623512697567,273.6532294360862,21.424576538294964,65,traditional_scan,,,,,,,,
cfd10,2.0,heldout,198.0,-3.4451008565078567,3.0629045253402962,2.8649239922136607,0.03535353535353535,1.1495007250301263,1.5453931014483553,65,traditional_scan,,,,,,,,
cfd20,2.0,train,11262.0,-2.7866963126832403,3.1489177557334376,6.247918260868378,0.05753862546616942,361.29870828288836,17.30763822934271,65,traditional_scan,,,,,,,,
cfd20,2.0,heldout,198.0,-3.53533965096263,2.9933861916712807,2.7426839288126446,0.06565656565656566,1.080252995353314,0.9151422810042005,65,traditional_scan,,,,,,,,
cfd30,2.0,train,11262.0,-2.6830112627752634,3.248187916243043,6.328506642476719,0.09021488190374712,271.3869670900939,16.287136310699232,65,traditional_scan,,,,,,,,
cfd30,2.0,heldout,198.0,-3.303444011390951,2.988227268470215,2.7679334036667225,0.08080808080808081,1.2908880161954148,1.0905007353696827,65,traditional_scan,,,,,,,,
cfd40,2.0,train,11262.0,-2.448163958119716,3.4136074578117164,6.415150230528003,0.11489966258213462,248.6589576820768,11.404008852105385,65,traditional_scan,,,,,,,,
cfd40,2.0,heldout,198.0,-2.979142680863422,3.0263353811180798,2.923553927326153,0.09090909090909091,1.392925810942965,1.137858004022677,65,traditional_scan,,,,,,,,
cfd50,2.0,train,11262.0,-2.1280167011408437,3.5994037050294807,6.973273415571774,0.14544485881726157,171.37657259508964,7.385776523490411,65,traditional_scan,,,,,,,,
cfd50,2.0,heldout,198.0,-2.938161358114286,3.273311768824813,3.1056200609006472,0.12626262626262627,1.5463930561857002,1.1306562062080958,65,traditional_scan,,,,,,,,
template_phase,2.0,train,11262.0,-3.8304301157923035,2.777183911488386,3.3235671374540225,0.09802876931273309,1.318892550999361,138.15324583473227,65,traditional_scan,,,,,,,,
template_phase,2.0,heldout,198.0,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426909975832632,3.2136307740985623,65,traditional_scan,,,,,,,,
of_1_9,2.0,train,11262.0,-3.273199167148686,3.422784090209985,3.840927486580187,0.15920795595808915,164.20242358035844,15.053679629337346,65,traditional_scan,,,,,,,,
of_1_9,2.0,heldout,198.0,-2.744638941322247,3.362250551988985,3.153961829364481,0.15151515151515152,2.507998112763741,1.5492591909660445,65,traditional_scan,,,,,,,,
of_2_10,2.0,train,11262.0,-3.4148927818938155,3.4627347908471675,3.8873967685811786,0.16524595986503285,135.12579428110186,14.321671899119309,65,traditional_scan,,,,,,,,
of_2_10,2.0,heldout,198.0,-2.844350996627089,3.5432740334312633,3.284118018890215,0.15151515151515152,0.700110842364047,1.3587431175245013,65,traditional_scan,,,,,,,,
of_3_11,2.0,train,11262.0,-3.5940102117290706,3.452368627838441,3.9000457657727643,0.16577872491564552,6.060366929639311,14.089696275899165,65,traditional_scan,,,,,,,,
of_3_11,2.0,heldout,198.0,-3.344046788509626,3.3185763785031255,2.9804589483669663,0.10101010101010101,1.5138929387842701,1.7723133456134406,65,traditional_scan,,,,,,,,
of_4_12,2.0,train,11262.0,-3.6263269010346626,3.377403361605647,4.043498254622855,0.16542354821523708,117.70399083434025,11.822806176248937,65,traditional_scan,,,,,,,,
of_4_12,2.0,heldout,198.0,-3.3770133539239104,2.8446568308503455,2.9097181473805436,0.08585858585858586,1.8265311161199884,1.6328331911937894,65,traditional_scan,,,,,,,,
,,,5307.0,,1.946831775106041,,,,,65,signed_cv,inv_sqrt_amp,0.0,1.0,,,,,
,,,5955.0,,1.3585858395262593,,,,,65,signed_cv,inv_sqrt_amp,1.0,2.0,,,,,
,,,0.0,,1.6527088073161502,,,,,65,signed_cv,inv_sqrt_amp,-1.0,0.0,,,,,
,,,5307.0,,1.9358805415336717,,,,,65,signed_cv,inv_amp,0.0,1.0,,,,,
,,,5955.0,,1.3398665622848045,,,,,65,signed_cv,inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6378735519092382,,,,,65,signed_cv,inv_amp,-1.0,0.0,,,,,
,,,5307.0,,1.946831775106018,,,,,65,signed_cv,inv_sqrt_plus_inv_amp,0.0,1.0,,,,,
,,,5955.0,,1.3585858395262593,,,,,65,signed_cv,inv_sqrt_plus_inv_amp,1.0,2.0,,,,,
,,,0.0,,1.6527088073161387,,,,,65,signed_cv,inv_sqrt_plus_inv_amp,-1.0,0.0,,,,,
,,,,,,,,,,65,signed_coefficients,,,,B4_intercept,-4.1575694542007415,-inf,inf,False
,,,,,,,,,,65,signed_coefficients,,,,B6_intercept,2.44886845124165,-inf,inf,False
,,,,,,,,,,65,signed_coefficients,,,,B8_intercept,0.7282096348185723,-inf,inf,False
,,,,,,,,,,65,signed_coefficients,,,,B4_1000_over_amp_positive,4.882782532415167e-21,0.0,inf,True
,,,,,,,,,,65,signed_coefficients,,,,B6_1000_over_amp_positive,0.196713294672298,0.0,inf,False
,,,,,,,,,,65,signed_coefficients,,,,B8_1000_over_amp_positive,2.7920569636261265,0.0,inf,False
