feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run
B6_downstream_allhit_fraction_z_p1,-0.030004026434621103,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_trigger_entry_density_z_p1,0.006851271190638024,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_entries_per_eventno_z_p1,0.00685127104708784,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,0.05378377324422077,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
B8_downstream_allhit_fraction_z_p1,-0.14708346412606696,s02e_binned_timewalk_drift1,s02b_template,1,9171,2289,59
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_intercept,-65.44042868683397,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_log_amp,284.9799737994573,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_log_amp2,-136.3752784112954,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_inv_amp,-2.72578581380884,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_peak_sample,0.25251231310267824,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_area_over_amp,3.105714487263316,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_template_sse,0.7938054227884281,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_intercept,40.80962106963072,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_log_amp,-88.48646470268658,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_log_amp2,27.59857610000063,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_inv_amp,-2.250902275384998,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_peak_sample,-0.8553749861405495,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_area_over_amp,-0.5146258928332598,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_template_sse,0.39124859884923324,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_intercept,24.630803779933512,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_log_amp,-20.427147268564465,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_log_amp2,-5.640147837812912,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_inv_amp,-2.7459566804522173,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_peak_sample,-0.953492884677015,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_area_over_amp,-2.2263544500549144,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_template_sse,0.08886858126314279,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_trigger_entry_density_z_p1,-35.467058465885295,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_entries_per_eventno_z_p1,-35.467058487694125,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,-4.486974689943574,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_downstream_allhit_fraction_z_p1,12.529148508125102,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_trigger_entry_density_z_p1,22.13190964483136,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_entries_per_eventno_z_p1,22.131909626170387,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,2.840632180802296,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_downstream_allhit_fraction_z_p1,-7.812925229827885,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_trigger_entry_density_z_p1,13.354613090083946,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_entries_per_eventno_z_p1,13.354613074873399,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,1.7916793604638155,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_downstream_allhit_fraction_z_p1,-4.792948348055405,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_trigger_entry_density_z_p2,-26.401774595599235,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_entries_per_eventno_z_p2,-26.40177456542858,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p2,5.4828332112296225,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B4_downstream_allhit_fraction_z_p2,-20.19568114414178,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_trigger_entry_density_z_p2,16.463936829680424,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_entries_per_eventno_z_p2,16.463936829259495,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p2,-3.3430293838053964,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B6_downstream_allhit_fraction_z_p2,12.556810313664167,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_trigger_entry_density_z_p2,9.945862744735066,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_entries_per_eventno_z_p2,9.945862756110698,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p2,-1.965961666860005,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
B8_downstream_allhit_fraction_z_p2,7.514354746512773,s02e_binned_timewalk_drift2,s02b_template,2,9171,2289,59
intercept,0.0,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_intercept,71.09113028519802,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_log_amp,-210.3464840498337,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_log_amp2,108.34090020166711,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_inv_amp,0.2869065097779267,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_peak_sample,0.48479236147080157,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_area_over_amp,-0.17086854893594558,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B4_template_sse,-0.2229399403839133,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_intercept,-22.88137583760556,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_log_amp,-2.6411624053380915,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_log_amp2,-1.5043758487151788,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_inv_amp,-0.6325791451139122,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_peak_sample,0.19798381226554368,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_area_over_amp,-0.05416886892449912,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B6_template_sse,-0.019824412419901127,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_intercept,-48.20975239709068,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_log_amp,54.29597749099789,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_log_amp2,-34.90762984132412,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_inv_amp,-0.9707675632891514,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_peak_sample,0.6588678305762321,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_area_over_amp,0.9716995850394964,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
B8_template_sse,0.2265100012168675,s02e_global_timewalk_drift0,template_phase,0,9171,2289,59
intercept,0.0,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_intercept,72.23559186709738,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_log_amp,-214.57261275414385,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_log_amp2,110.50183629302053,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_inv_amp,0.32964500814028763,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_peak_sample,0.539747621348974,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_area_over_amp,-0.23846139085797408,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_template_sse,-0.25321174875901836,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_intercept,-23.287331436809637,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_log_amp,-2.8662283591939404,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_log_amp2,-1.525215907053367,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_inv_amp,-0.6798020286153611,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_peak_sample,0.18493124707492092,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_area_over_amp,-0.04719795997585723,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_template_sse,-0.017313485916266844,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_intercept,-48.948258338207154,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_log_amp,54.312497952017516,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_log_amp2,-34.895789252038995,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_inv_amp,-0.9743250533579949,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_peak_sample,0.6524608954231772,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_area_over_amp,0.9791499544005955,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_template_sse,0.22897620613147532,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_trigger_entry_density_z_p1,-0.00916335135171993,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_entries_per_eventno_z_p1,-0.00916335167716687,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,0.08501070818182356,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B4_downstream_allhit_fraction_z_p1,0.1798883325716184,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_trigger_entry_density_z_p1,0.009218691871470685,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_entries_per_eventno_z_p1,0.009218691903551785,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,-0.047461803765446675,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B6_downstream_allhit_fraction_z_p1,-0.045282883066696596,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_trigger_entry_density_z_p1,0.023894294468248024,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_entries_per_eventno_z_p1,0.023894294385672865,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,-0.025461082095683835,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
B8_downstream_allhit_fraction_z_p1,-0.0747931948232178,s02e_global_timewalk_drift1,template_phase,1,9171,2289,59
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_intercept,38.629724662366854,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_log_amp,-227.00137761529282,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_log_amp2,116.30579269401623,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_inv_amp,0.06181723749450697,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_peak_sample,0.49088771861356134,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_area_over_amp,-0.40585106068161564,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_template_sse,-0.292306793694185,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_intercept,-12.404543166050066,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_log_amp,1.4628723809038084,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_log_amp2,-3.475471932488048,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_inv_amp,-0.6031424895804608,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_peak_sample,0.19920575821272307,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_area_over_amp,-0.04372292347705038,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_template_sse,-0.017202817217053044,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_intercept,-26.225179186702597,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_log_amp,63.78058090822648,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_log_amp2,-39.26062825127859,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_inv_amp,-0.8627954487540259,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_peak_sample,0.6595191218631204,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_area_over_amp,0.9705419179942453,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_template_sse,0.22682487841911925,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_trigger_entry_density_z_p1,20.86953412173885,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_entries_per_eventno_z_p1,20.869534134590985,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p1,2.890193045227989,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_downstream_allhit_fraction_z_p1,-7.518557665114684,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_trigger_entry_density_z_p1,-6.682544684167009,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_entries_per_eventno_z_p1,-6.682544680112871,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p1,-0.979915574148684,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_downstream_allhit_fraction_z_p1,2.4684657004388675,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_trigger_entry_density_z_p1,-14.172589101148535,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_entries_per_eventno_z_p1,-14.172589085197199,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p1,-1.9160686762624062,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_downstream_allhit_fraction_z_p1,5.093071965086159,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_trigger_entry_density_z_p2,15.431459022558322,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_entries_per_eventno_z_p2,15.431459005332439,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_selected_multiplicity_per_event_z_p2,-3.1554959171354913,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B4_downstream_allhit_fraction_z_p2,12.444294506793725,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_trigger_entry_density_z_p2,-4.931984658834998,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_entries_per_eventno_z_p2,-4.931984658862364,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_selected_multiplicity_per_event_z_p2,0.9779325153446817,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B6_downstream_allhit_fraction_z_p2,-4.086605711761286,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_trigger_entry_density_z_p2,-10.511690390266045,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_entries_per_eventno_z_p2,-10.511690402274981,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_selected_multiplicity_per_event_z_p2,2.136647832776202,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
B8_downstream_allhit_fraction_z_p2,-8.359008173506083,s02e_global_timewalk_drift2,template_phase,2,9171,2289,59
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_intercept,-11.456895487881736,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_log_amp,-56.53654346029179,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_log_amp2,19.18740868980966,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_inv_amp,-4.314581877171137,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_peak_sample,0.679932452742362,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_area_over_amp,2.8846263936613554,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B4_template_sse,0.6658318978637692,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_intercept,2.953313904286561,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_log_amp,-67.87667092454883,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_log_amp2,22.08075110319838,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_inv_amp,-2.067829095080187,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_peak_sample,-0.4353764713506102,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_area_over_amp,-0.7998958689574226,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B6_template_sse,0.07459833347475138,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_intercept,8.503581061622974,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_log_amp,-70.60312815675542,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_log_amp2,19.44531346938976,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_inv_amp,-2.7887452586250197,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_peak_sample,-0.4177760431954424,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_area_over_amp,-1.0216329987364643,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
B8_template_sse,0.11660843804411669,s02e_binned_timewalk_drift0,s02b_template,0,9036,2424,60
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_intercept,-9.485623767102933,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_log_amp,-61.232585328596585,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_log_amp2,21.357401619709307,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_inv_amp,-4.364816657421149,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_peak_sample,0.7029625450584726,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_area_over_amp,2.8103872577897397,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_template_sse,0.6398742228755786,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_intercept,2.018859524938963,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_log_amp,-67.60812379791892,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_log_amp2,22.120993041744253,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_inv_amp,-2.048977183296031,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_peak_sample,-0.439778928518553,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_area_over_amp,-0.7941785236405603,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_template_sse,0.07824678500999836,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_intercept,7.466763639570965,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_log_amp,-69.92250924311965,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_log_amp2,19.194939552832732,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_inv_amp,-2.7714190333455315,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_peak_sample,-0.42522961696551725,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_area_over_amp,-1.0169177479545133,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_template_sse,0.11667196076195677,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_trigger_entry_density_z_p1,0.010158106570383948,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_entries_per_eventno_z_p1,0.010158106119665701,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_selected_multiplicity_per_event_z_p1,-0.08939113300169034,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B4_downstream_allhit_fraction_z_p1,0.14812040769096854,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_trigger_entry_density_z_p1,0.012148041545969969,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_entries_per_eventno_z_p1,0.012148041536141359,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_selected_multiplicity_per_event_z_p1,0.0442485874653559,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B6_downstream_allhit_fraction_z_p1,-0.07678221288846672,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_trigger_entry_density_z_p1,0.003570693169026236,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_entries_per_eventno_z_p1,0.0035706931988712986,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_selected_multiplicity_per_event_z_p1,0.07310520381463466,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
B8_downstream_allhit_fraction_z_p1,-0.11017519323848987,s02e_binned_timewalk_drift1,s02b_template,1,9036,2424,60
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_intercept,-4.264547252841562,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_log_amp,-60.23099209636582,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_log_amp2,20.985187547151643,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_inv_amp,-4.36475038481326,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_peak_sample,0.6844616919306292,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_area_over_amp,2.708971854769293,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_template_sse,0.6048447810494669,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_intercept,0.8556855994885467,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_log_amp,-67.79395120311827,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_log_amp2,22.337668699639426,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_inv_amp,-2.0260852003103693,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_peak_sample,-0.4364495910080227,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_area_over_amp,-0.7748496414706005,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_template_sse,0.0838768411203486,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_intercept,3.4088611080383866,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_log_amp,-69.83505258949322,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_log_amp2,19.22382651614411,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_inv_amp,-2.7614358588872134,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_peak_sample,-0.42100838744349417,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_area_over_amp,-1.0179094894636196,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_template_sse,0.11898947221766501,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_trigger_entry_density_z_p1,-2.1328543699494937,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_entries_per_eventno_z_p1,-2.132854366343803,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_selected_multiplicity_per_event_z_p1,-1.987437857593667,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_downstream_allhit_fraction_z_p1,0.06378419289125856,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_trigger_entry_density_z_p1,0.8417072778130283,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_entries_per_eventno_z_p1,0.8417072763500498,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_selected_multiplicity_per_event_z_p1,-0.10419134959997815,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B6_downstream_allhit_fraction_z_p1,-0.25547654547057774,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_trigger_entry_density_z_p1,1.5163739880937421,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_entries_per_eventno_z_p1,1.516373995925944,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_selected_multiplicity_per_event_z_p1,1.8299671697041229,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B8_downstream_allhit_fraction_z_p1,0.05744737382878928,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_current_nA_z_p2,0.0,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_trigger_entry_density_z_p2,-1.974630595065201,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
B4_entries_per_eventno_z_p2,-1.9746305965202589,s02e_binned_timewalk_drift2,s02b_template,2,9036,2424,60
