pool,method,run,n_pairs,robust_width_ns,full_rms_ns
fixed_adc_cut1000,cnn_1d,63,28,1.4575956486521626,1.7596538849583954
fixed_adc_cut1000,cnn_1d,65,27,1.7011376895057642,1.8577777441828003
fixed_adc_cut1000,gated_residual_cnn_new,58,25,1.0191748737865534,1.1378507156217563
fixed_adc_cut1000,gated_residual_cnn_new,59,11,2.0470776319039627,2.269424752029837
fixed_adc_cut1000,gated_residual_cnn_new,60,11,0.4814574398594396,1.2216003333852905
fixed_adc_cut1000,gated_residual_cnn_new,61,18,1.5803834974088482,1.7145422988329544
fixed_adc_cut1000,gated_residual_cnn_new,62,7,2.1238817577928666,2.5342716067021906
fixed_adc_cut1000,gated_residual_cnn_new,63,28,0.855474110112989,1.597370172186223
fixed_adc_cut1000,gated_residual_cnn_new,65,27,1.1108744854056143,1.9528446312006074
fixed_efficiency,constrained_monotone_timewalk,58,214,34.182527762564206,40.23861736443454
fixed_efficiency,constrained_monotone_timewalk,59,262,39.22466156438699,40.479060541284795
fixed_efficiency,constrained_monotone_timewalk,60,222,38.338294316031025,42.19035174864429
fixed_efficiency,constrained_monotone_timewalk,61,225,43.76595955204215,43.898833995550326
fixed_efficiency,constrained_monotone_timewalk,62,232,45.37643464150591,43.64499900325044
fixed_efficiency,constrained_monotone_timewalk,63,234,32.22226825396825,35.69258375732246
fixed_efficiency,constrained_monotone_timewalk,65,238,33.61338714326559,41.598993385096485
fixed_efficiency,ridge,58,214,15.3197193147486,22.65066089660241
fixed_efficiency,ridge,59,262,18.030509195167575,21.309334062774635
fixed_efficiency,ridge,60,222,17.57000206237115,22.65614415715817
fixed_efficiency,ridge,61,225,19.479069052951665,23.88636009716882
fixed_efficiency,ridge,62,232,18.731042867828663,22.835894387862915
fixed_efficiency,ridge,63,234,14.838311789971485,18.430868037146286
fixed_efficiency,ridge,65,238,15.97925678814126,20.550841277382194
fixed_efficiency,gradient_boosted_trees,58,214,11.207765849046519,17.1851469175584
fixed_efficiency,gradient_boosted_trees,59,262,10.170306546848504,14.132939113647973
fixed_efficiency,gradient_boosted_trees,60,222,11.194330738373253,15.185675511502124
fixed_efficiency,gradient_boosted_trees,61,225,11.04921270483292,19.471834770912928
fixed_efficiency,gradient_boosted_trees,62,232,11.343915971857191,16.321498747580982
fixed_efficiency,gradient_boosted_trees,63,234,9.879305644881871,15.554351583835304
fixed_efficiency,gradient_boosted_trees,65,238,9.473980378862496,16.516101763401366
fixed_efficiency,mlp,58,214,10.576200567268463,16.33556767151019
fixed_efficiency,mlp,59,262,13.859091337200699,16.374108675919913
fixed_efficiency,mlp,60,222,15.362983563986091,16.028473163963003
fixed_efficiency,mlp,61,225,15.225144513055223,17.279207246648035
fixed_efficiency,mlp,62,232,13.969106399942156,17.6626786097791
fixed_efficiency,mlp,63,234,11.407159706677081,15.18265717969029
fixed_efficiency,mlp,65,238,9.6091132594381,14.816369312502669
fixed_efficiency,cnn_1d,58,214,28.34059457350176,34.25457664522869
fixed_efficiency,cnn_1d,59,262,33.55623286634866,34.55747912726991
fixed_efficiency,cnn_1d,60,222,32.67463587684779,35.722429090320134
fixed_efficiency,cnn_1d,61,225,35.547694957142866,37.70551086331239
fixed_efficiency,cnn_1d,62,232,36.20959742251788,36.408247718604336
fixed_efficiency,cnn_1d,63,234,27.42689274473171,30.665719593904704
fixed_efficiency,cnn_1d,65,238,28.222359001437468,34.925303882809054
fixed_efficiency,gated_residual_cnn_new,58,214,16.671016372028244,24.144080338817133
fixed_efficiency,gated_residual_cnn_new,59,262,18.78838760647379,25.52363547806902
fixed_efficiency,gated_residual_cnn_new,60,222,17.677943332834793,24.654949499161674
fixed_efficiency,gated_residual_cnn_new,61,225,20.692111085411483,27.883711399733105
fixed_efficiency,gated_residual_cnn_new,62,232,17.007706187663295,23.131888875897204
fixed_efficiency,gated_residual_cnn_new,63,234,16.90879773897362,20.4296834564559
fixed_efficiency,gated_residual_cnn_new,65,238,14.371506476707903,23.47274816979821
