heldout_runs,train_run,file,sha256,bytes
"62,65",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"62,65",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"62,65",63,data/root/root/hrda_run_0063.root,ae19cf734aab1a2ab2d5cf2cf2315542cb8204f1333ada4aeb70d98b6ba6741b,9118926
"62,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
"63,65",58,data/root/root/hrda_run_0058.root,b679601ccf351cf91477684967398a8e477ad35f820c9f1a5212af2fa581bbdc,8355851
"63,65",59,data/root/root/hrda_run_0059.root,36228849be7d5b89f1c77aa572549b24b680eea0e5c770c371d38db0ee390422,10400361
"63,65",60,data/root/root/hrda_run_0060.root,d46e6ad595bc4cdb27118e7059b9a984b31b282fb5b3cdfcb6523155d1f20f5e,8889565
"63,65",61,data/root/root/hrda_run_0061.root,c7e195bfbc689c254c6b33b2647f8fd113bf2f19b253018134b22d766fcb94b6,8999644
"63,65",62,data/root/root/hrda_run_0062.root,02835d41621b6e7197eb1a57a5ccc17b14f08d25948f37473cee0bc209f2caac,9250458
"63,65",64,data/root/root/hrda_run_0064.root,58ce89dc72c8af359b6751b43e6dfbaf7eee84a6df0c5e101cb97975a33fc371,8852963
