support_cell,n,runs,method,method_res68,shuffled_neural_res68,knockoff_neural_res68,delta_vs_shuffled,delta_vs_knockoff
A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|downstream_none,635,28,hybrid_support_gate_cnn,0.609321792263123,0.5995634963474771,0.41339039557650964,0.00975829591564592,0.19593139668661336
A3_only|B2_only|3000_5000|all_B_amp_lt7000|broad_saturation_like|downstream_none,635,28,cnn1d_waveform,0.6096767871619934,0.5995634963474771,0.41339039557650964,0.010113290814516285,0.19628639158548372
A3_only|B2_only|2000_3000|all_B_amp_lt7000|late_tail_high|downstream_none,166,19,hybrid_support_gate_cnn,0.6057375778079537,0.5725677674073845,0.41852808426291443,0.03316981040056921,0.18720949354503924
A3_only|B2_only|2000_3000|all_B_amp_lt7000|dropout_like|downstream_none,54,17,hybrid_support_gate_cnn,0.7700201464832267,0.7357115921819524,0.44713084373716655,0.03430855430127433,0.32288930274606015
A3_only|B2_only|2000_3000|all_B_amp_lt7000|dropout_like|downstream_none,54,17,cnn1d_waveform,0.7798724981719231,0.7357115921819524,0.44713084373716655,0.04416090598997069,0.3327416544347565
A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|downstream_none,381,26,hybrid_support_gate_cnn,0.6440488422340991,0.589394450752288,0.4400099688206395,0.05465439148181106,0.2040388734134596
A3_only|B2_only|7000_inf|any_B_amp_ge7000|late_tail_high|downstream_none,381,26,cnn1d_waveform,0.6581586180138114,0.589394450752288,0.4400099688206395,0.06876416726152335,0.2181486491931719
A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|downstream_none,545,29,hybrid_support_gate_cnn,0.625295213276178,0.5494342696974782,0.39502899976558525,0.07586094357869977,0.23026621351059273
A3_only|B2_only|5000_7000|all_B_amp_lt7000|broad_saturation_like|downstream_none,545,29,cnn1d_waveform,0.6361863444023165,0.5494342696974782,0.39502899976558525,0.08675207470483826,0.24115734463673122
A3_only|B2_only|2000_3000|all_B_amp_lt7000|broad_saturation_like|downstream_none,51,16,cnn1d_waveform,0.5464240229622871,0.4241209394462135,0.37409689717087763,0.12230308351607361,0.17232712579140946
A3_only|B2_only|2000_3000|all_B_amp_lt7000|broad_saturation_like|downstream_none,51,16,hybrid_support_gate_cnn,0.5542780248884833,0.4241209394462135,0.37409689717087763,0.13015708544226984,0.1801811277176057
