heldout_run,method,architecture,control,n_pulses,pred_sigma_median_ns,abs_error_median_ns,pull_width_sigma68,pull_rms
62,mlp_phase_scrambled,mlp,phase_scrambled,2421,1.7049295902252197,0.6139966424688836,0.5753325986771087,1.027554694956435
62,mlp_sample_permuted,mlp,sample_permuted,2421,1.733167052268982,0.5978115503191646,0.5669099972562885,1.0361718511037838
62,mlp_run_only,mlp,run_only,2421,2.093642473220825,1.232012898454414,0.7959174898434112,1.160793504433141
62,mlp_shuffled_target,mlp,shuffled_target,2421,2.3946831226348877,1.213435095879234,0.715601134173113,1.1296766631434474
62,cnn_true_waveform,cnn,true_waveform,2421,1.9400502443313599,0.5244983202254687,0.5256379066581099,0.965048104467182
62,cnn_amplitude_only,cnn,amplitude_only,2421,1.7959784269332886,0.5092172313103589,0.500851488917402,0.9995184054621729
62,cnn_phase_scrambled,cnn,phase_scrambled,2421,2.0774528980255127,0.48935454706265347,0.48968909690217444,1.0085062822297277
62,cnn_sample_permuted,cnn,sample_permuted,2421,2.165907144546509,0.5032467929799722,0.473831757203369,1.0248254018319654
62,cnn_run_only,cnn,run_only,2421,2.6830780506134033,1.2066527547215955,0.6210652953366402,0.9057830363766197
62,cnn_shuffled_target,cnn,shuffled_target,2421,2.5520455837249756,1.2427804261748534,0.6596273206929352,0.9447065742981383
63,mlp_true_waveform,mlp,true_waveform,1110,1.4437940120697021,0.5524001437875157,0.6215402899960619,1.0346137591778157
63,mlp_amplitude_only,mlp,amplitude_only,1110,1.7731370329856873,0.5150820255786144,0.5000216400389198,1.0011235510881666
63,mlp_phase_scrambled,mlp,phase_scrambled,1110,1.7608489990234375,0.5648314691956884,0.5299495052517003,0.9823051023257561
63,mlp_sample_permuted,mlp,sample_permuted,1110,1.725859522819519,0.5971269013846303,0.5476380681308204,1.015439424930815
63,mlp_run_only,mlp,run_only,1110,2.2268478870391846,1.1568950473812016,0.70850750034935,1.0962232072419944
63,mlp_shuffled_target,mlp,shuffled_target,1110,2.4902243614196777,1.1528728839403541,0.7206845811901327,1.105314766391184
63,cnn_true_waveform,cnn,true_waveform,1110,2.0292590856552124,0.49840005241013685,0.4512968280762174,1.004943390594645
63,cnn_amplitude_only,cnn,amplitude_only,1110,1.7245166301727295,0.4988188893746148,0.5095376552658135,1.0099558946717946
63,cnn_phase_scrambled,cnn,phase_scrambled,1110,2.078157901763916,0.4655482205837842,0.4487863494398948,1.0353706547762296
63,cnn_sample_permuted,cnn,sample_permuted,1110,2.051536798477173,0.4674868331323019,0.4496156343032066,1.0183267000406622
63,cnn_run_only,cnn,run_only,1110,2.3612186908721924,1.1122233694293158,0.668188184433512,1.0338400005924255
63,cnn_shuffled_target,cnn,shuffled_target,1110,2.4848666191101074,1.1362659415508283,0.620134124647318,0.9675919425036134
65,mlp_true_waveform,mlp,true_waveform,198,1.533062994480133,0.6962337978857782,0.6386454604236969,0.7298133417927887
65,mlp_amplitude_only,mlp,amplitude_only,198,1.9739832878112793,0.5110919763024135,0.45990246507188914,0.5617936805423981
65,mlp_phase_scrambled,mlp,phase_scrambled,198,2.0724986791610718,0.6329872455680743,0.44547825132964697,0.5845297690001584
65,mlp_sample_permuted,mlp,sample_permuted,198,2.016553282737732,0.7634285720223559,0.5129404046676476,0.6408758180951908
65,mlp_run_only,mlp,run_only,198,2.096041440963745,1.1470564979933258,0.7952004467282371,0.821022765355689
65,mlp_shuffled_target,mlp,shuffled_target,198,2.3807276487350464,1.1504150061779868,0.6973587950435323,0.7040181847352648
65,cnn_true_waveform,cnn,true_waveform,198,2.0548795461654663,0.5326169484982586,0.46167188054255104,0.5888593723602891
65,cnn_amplitude_only,cnn,amplitude_only,198,1.7968108654022217,0.45729491931079735,0.4524265739004509,0.5972046902276954
65,cnn_phase_scrambled,cnn,phase_scrambled,198,2.1315799951553345,0.4276519634781124,0.4477922890132279,0.5641156102235968
65,cnn_sample_permuted,cnn,sample_permuted,198,2.118756890296936,0.42953570499357596,0.42707818540022224,0.5545663674327042
65,cnn_run_only,cnn,run_only,198,2.68609881401062,1.1470564979933258,0.6205181587220185,0.6406680689422222
65,cnn_shuffled_target,cnn,shuffled_target,198,2.543622851371765,1.1738955322828772,0.6651904049525776,0.6799591228910629
