stratum,value,method,n_events,n_accepted,separation_efficiency,pid_auc,pid_balanced_accuracy,pid_confusion_tn,pid_confusion_fp,pid_confusion_fn,pid_confusion_tp,energy_bias_frac,energy_sigma68_frac,timing_bias_ns,timing_sigma68_ns,pileup_miss_rate,saturation_auc,unsaturated_auc,boundary_disagreement_rate
pileup_bin,pileup,ridge,240,152,0.6333333333333333,0.8038752691159109,0.7422737690117369,97,22,40,81,-0.0933063722674203,0.17673305536722672,12.797076727319219,7.184410843992756,0.36666666666666664,0.8465473145780051,0.7686888454011742,0.12916666666666668
pileup_bin,single,ridge,240,55,0.22916666666666666,0.8424533556112503,0.7259816207184628,110,16,48,66,-0.1296767138524305,0.19493193348438026,14.514796053196095,7.674509489808118,,0.8170289855072463,0.8575320512820512,0.0875
pileup_bin,pileup,template_residual_boosted_stack_new,240,165,0.6875,0.8633238419334677,0.8117577609556219,86,33,12,109,-0.0819332861925417,0.19486037505422257,13.008680448957351,6.778162295598861,0.3125,0.9062233589087809,0.8322896281800392,0.18333333333333332
pileup_bin,single,template_residual_boosted_stack_new,240,52,0.21666666666666667,0.9289195210247841,0.8492063492063493,109,17,19,95,-0.13539193941574595,0.2120220232055727,16.01598764239764,7.342704213306032,,0.9359903381642513,0.9225961538461538,0.2125
saturation_bin,saturated,1d_cnn,179,88,0.49162011173184356,0.8012243878060971,0.7364442778610695,71,21,26,61,-0.12067678946806429,0.16375306935653838,13.484389221344092,4.3398356169173224,0.3711340206185567,0.8012243878060971,,0.0893854748603352
saturation_bin,unsaturated,1d_cnn,301,126,0.4186046511627907,0.7903638933050697,0.711667549902844,133,20,66,82,-0.1426927892228749,0.20846768581395886,12.147424382777523,4.761554805159696,0.32867132867132864,,0.7903638933050697,0.12292358803986711
saturation_bin,saturated,deltaE_over_E_likelihood_template,179,44,0.24581005586592178,0.816591704147926,0.7821089455272364,72,20,19,68,-0.12945614615323064,0.17885740164231106,14.54572486023704,7.91042502532711,0.6804123711340206,0.816591704147926,,0.0
saturation_bin,unsaturated,deltaE_over_E_likelihood_template,301,79,0.26245847176079734,0.7193517046458223,0.695658894188306,125,28,63,85,-0.0805001530198868,0.19868702569955432,9.448442107839538,5.99175555711797,0.5594405594405595,,0.7193517046458223,0.0
saturation_bin,saturated,gradient_boosted_trees,179,89,0.4972067039106145,0.9270364817591206,0.8501374312843578,75,17,10,77,-0.0919103698006695,0.17535342853049585,15.97816496143055,7.565631485776063,0.3711340206185567,0.9270364817591206,,0.16759776536312848
saturation_bin,unsaturated,gradient_boosted_trees,301,118,0.3920265780730897,0.8898162868751104,0.8008302420067126,121,32,28,120,-0.0587010376952309,0.21948414438383737,11.45716276062134,6.11361681295616,0.35664335664335667,,0.8898162868751104,0.2292358803986711
saturation_bin,saturated,joint_sequence_transformer,179,75,0.41899441340782123,0.532608695652174,0.5191154422788606,86,6,78,9,-0.0266321257555828,0.1820985446200672,14.987362561227844,6.381775900124358,0.422680412371134,0.532608695652174,,0.45251396648044695
saturation_bin,unsaturated,joint_sequence_transformer,301,105,0.3488372093023256,0.4954071718777601,0.48586822116233885,128,25,128,20,-0.1043579487056144,0.2534492611133499,13.281312884060334,7.142275085772654,0.3986013986013986,,0.4954071718777601,0.3654485049833887
saturation_bin,saturated,mlp,179,83,0.46368715083798884,0.7888555722138931,0.717328835582209,77,15,35,52,-0.0511930430784746,0.2212333373756677,15.35082266397996,6.8843154342327795,0.422680412371134,0.7888555722138931,,0.12849162011173185
saturation_bin,unsaturated,mlp,301,130,0.4318936877076412,0.6956809750927399,0.6376744391450273,130,23,85,63,-0.1040668081429636,0.26149652121476635,11.589673665857042,6.407995946757632,0.36363636363636365,,0.6956809750927399,0.15614617940199335
saturation_bin,saturated,ridge,179,85,0.4748603351955307,0.8335832083958021,0.7811719140429785,75,17,22,65,-0.119782033875549,0.1659189307043881,16.38502873905864,6.112060132193973,0.4020618556701031,0.8335832083958021,,0.0670391061452514
saturation_bin,unsaturated,ridge,301,122,0.4053156146179402,0.8132838721074014,0.7083995760466348,132,21,66,82,-0.09302187689735694,0.20692791047908665,11.66064187285715,7.616389860283142,0.34265734265734266,,0.8132838721074014,0.132890365448505
saturation_bin,saturated,template_residual_boosted_stack_new,179,91,0.5083798882681564,0.921664167916042,0.8507621189405297,73,19,8,79,-0.1043879083817664,0.17593895814263644,16.14734036785604,7.576614495144433,0.32989690721649484,0.921664167916042,,0.1787709497206704
saturation_bin,unsaturated,template_residual_boosted_stack_new,301,126,0.4186046511627907,0.8761923688394276,0.8209901077548136,122,31,23,125,-0.06588700775865575,0.2218651182642517,12.3502548587578,6.973198077348746,0.3006993006993007,,0.8761923688394276,0.20930232558139536
pedestal_bin,pedestal_high,1d_cnn,118,67,0.5677966101694916,0.7800925925925926,0.6947337962962963,51,13,22,32,-0.075323447867478,0.30896733466173776,12.457717847863137,4.986162934867396,0.2542372881355932,0.7808080808080808,0.7836021505376345,0.1016949152542373
pedestal_bin,pedestal_low,1d_cnn,181,84,0.46408839779005523,0.7952871870397644,0.7330019636720668,81,16,31,53,-0.13458616712589244,0.1635028556594394,13.897594183601568,4.182015754966348,0.30337078651685395,0.8200000000000001,0.7844354261160181,0.11602209944751381
pedestal_bin,pedestal_mid,1d_cnn,181,63,0.34806629834254144,0.8118556701030928,0.727540500736377,72,12,39,58,-0.1440073859319001,0.17697864542105907,11.431799085429072,4.72962837658972,0.44565217391304346,0.8200757575757576,0.8171945701357467,0.11049723756906077
pedestal_bin,pedestal_high,deltaE_over_E_likelihood_template,118,33,0.2796610169491525,0.7329282407407407,0.6947337962962963,51,13,22,32,-0.0729577056922942,0.22216372051668737,8.05836577654462,9.044071592435387,0.576271186440678,0.8161616161616162,0.6478494623655914,0.0
pedestal_bin,pedestal_low,deltaE_over_E_likelihood_template,181,48,0.26519337016574585,0.731345115365734,0.7429430535100638,76,21,25,59,-0.1409886934607052,0.1847466151935341,13.42657994734082,5.730979532610433,0.5955056179775281,0.823076923076923,0.7015994270709001,0.0
pedestal_bin,pedestal_mid,deltaE_over_E_likelihood_template,181,42,0.23204419889502761,0.7895189003436426,0.7362542955326461,70,14,35,62,-0.07457721384809521,0.1747903779112044,10.139430921835359,6.601082353403295,0.6413043478260869,0.8399621212121212,0.7819004524886878,0.0
pedestal_bin,pedestal_high,gradient_boosted_trees,118,61,0.5169491525423728,0.9131944444444444,0.8243634259259259,51,13,8,46,-0.0919103698006695,0.2519825259515351,14.034920132218708,8.350536083938298,0.288135593220339,0.9181818181818181,0.8776881720430108,0.2033898305084746
pedestal_bin,pedestal_low,gradient_boosted_trees,181,86,0.47513812154696133,0.8814432989690721,0.810812469317624,73,24,11,73,-0.06965960100966564,0.15325737858157146,14.269175403853534,5.715152424453806,0.30337078651685395,0.9523076923076923,0.8529481976605394,0.13812154696132597
pedestal_bin,pedestal_mid,gradient_boosted_trees,181,60,0.3314917127071823,0.9300441826215022,0.8306332842415316,72,12,19,78,-0.06753985385114039,0.20623748578899337,12.294676490333131,5.791505145304617,0.4673913043478261,0.9204545454545454,0.9384615384615385,0.27624309392265195
pedestal_bin,pedestal_high,joint_sequence_transformer,118,50,0.423728813559322,0.5972222222222222,0.5306712962962963,62,2,49,5,-0.01811316875360805,0.3067008769481957,12.393167064777526,7.072452284572151,0.3898305084745763,0.48787878787878786,0.6854838709677419,0.3559322033898305
pedestal_bin,pedestal_low,joint_sequence_transformer,181,75,0.4143646408839779,0.42574864997545414,0.4588242513500245,74,23,71,13,-0.051803485172159,0.21578983051661838,14.9126564780802,6.242457427249702,0.34831460674157305,0.5353846153846153,0.3857722606827405,0.4198895027624309
pedestal_bin,pedestal_mid,joint_sequence_transformer,181,55,0.30386740331491713,0.5832106038291606,0.5209867452135494,78,6,86,11,-0.0894573516038795,0.22274492732713658,12.913381816420426,8.059879558530296,0.4782608695652174,0.569128787878788,0.5809954751131222,0.40331491712707185
pedestal_bin,pedestal_high,mlp,118,74,0.6271186440677966,0.7042824074074074,0.6733217592592593,53,11,26,28,-0.02653917350568055,0.40520033190498495,15.136025577963775,7.3913621906240605,0.3050847457627119,0.7707070707070708,0.6317204301075269,0.13559322033898305
pedestal_bin,pedestal_low,mlp,181,84,0.46408839779005523,0.6980854197349042,0.6496686303387335,81,16,45,39,-0.10461567214546899,0.2181432310198838,13.629736166635062,5.7337110722650815,0.3258426966292135,0.8246153846153846,0.6588684650274529,0.16022099447513813
pedestal_bin,pedestal_mid,mlp,181,55,0.30386740331491713,0.771845851742759,0.6819464899361807,73,11,49,48,-0.0992933622927777,0.1819027773567171,11.538395194137207,6.240799497916123,0.5,0.7765151515151515,0.7737556561085973,0.13812154696132597
pedestal_bin,pedestal_high,ridge,118,60,0.5084745762711864,0.8003472222222222,0.7659143518518519,53,11,16,38,-0.1001388895269035,0.21847696415696172,14.910396174136078,7.865328821627663,0.288135593220339,0.8323232323232324,0.7567204301075269,0.1016949152542373
pedestal_bin,pedestal_low,ridge,181,82,0.4530386740331492,0.8085419734904271,0.709192439862543,81,16,35,49,-0.119124029388644,0.1670100789778615,14.041057848677761,6.101320711977249,0.3258426966292135,0.8369230769230769,0.7997135354499881,0.13812154696132597
pedestal_bin,pedestal_mid,ridge,181,65,0.35911602209944754,0.8604565537555229,0.7438021600392735,73,11,37,60,-0.0925917799606174,0.1801626608365515,11.38798941054481,7.541352333620101,0.45652173913043476,0.8541666666666666,0.8711915535444947,0.08287292817679558
pedestal_bin,pedestal_high,template_residual_boosted_stack_new,118,65,0.5508474576271186,0.8833912037037037,0.8179976851851851,49,15,7,47,-0.0967759503200727,0.26680464715148533,14.097974177417774,8.476062874051374,0.22033898305084745,0.8929292929292929,0.853494623655914,0.211864406779661
pedestal_bin,pedestal_low,template_residual_boosted_stack_new,181,87,0.48066298342541436,0.8686794305351005,0.810812469317624,73,24,11,73,-0.0871501988302947,0.16456428116788843,15.288067986446906,6.067049433930008,0.25842696629213485,0.9723076923076923,0.831224635951301,0.14917127071823205
pedestal_bin,pedestal_mid,template_residual_boosted_stack_new,181,65,0.35911602209944754,0.9339715267550319,0.867513500245459,73,11,13,84,-0.0819332861925417,0.20164914856800217,12.403786704049857,5.178258657532865,0.42391304347826086,0.9043560606060606,0.9478129713423832,0.23756906077348067
energy_bin,energy_high,1d_cnn,158,66,0.4177215189873418,0.7601410934744267,0.721019721019721,54,23,21,60,-0.3504586432802522,0.15773555982843687,13.252062988658574,4.32667539020288,0.3424657534246575,0.8273427471116817,0.691025641025641,0.08860759493670886
energy_bin,energy_low,1d_cnn,169,73,0.4319526627218935,0.8423230593607306,0.7221746575342466,90,6,36,37,-0.0357309067699989,0.13603577252600302,12.88203346262587,4.969111958719363,0.3595505617977528,0.826530612244898,0.8438654841093864,0.1242603550295858
energy_bin,energy_mid,1d_cnn,153,75,0.49019607843137253,0.770747599451303,0.7006172839506173,60,12,35,46,-0.1125405588157712,0.1333068075696713,12.964732266018885,4.198198595171827,0.3333333333333333,0.7480769230769232,0.8072916666666666,0.11764705882352941
energy_bin,energy_high,deltaE_over_E_likelihood_template,158,41,0.25949367088607594,0.7312810646143979,0.719095719095719,48,29,15,66,-0.3175176339302078,0.13697209789950887,11.741930082199762,8.408795441924426,0.5753424657534246,0.8003851091142491,0.6551282051282051,0.0
energy_bin,energy_low,deltaE_over_E_likelihood_template,169,45,0.26627218934911245,0.7148972602739725,0.6484731735159818,89,7,46,27,0.0038320366724338,0.08809251706969512,9.885477444300497,7.301282971345717,0.6292134831460674,0.9285714285714286,0.7036215816703622,0.0
energy_bin,energy_mid,deltaE_over_E_likelihood_template,153,37,0.24183006535947713,0.8045267489711934,0.787037037037037,60,12,21,60,-0.0582608620502743,0.1370661993779609,11.249416452793662,5.656349634179297,0.6153846153846154,0.7897435897435897,0.8206845238095237,0.0
energy_bin,energy_high,gradient_boosted_trees,158,67,0.4240506329113924,0.8643578643578643,0.7528459195125862,57,20,19,62,-0.3389455032442001,0.1565935326505028,14.027121618734975,5.63735451908487,0.3150684931506849,0.9191270860077021,0.8038461538461539,0.22151898734177214
energy_bin,energy_low,gradient_boosted_trees,169,68,0.40236686390532544,0.8964041095890409,0.8174942922374429,82,14,16,57,0.035118074861262144,0.08507645613777295,14.138067324214054,7.952636107978522,0.38202247191011235,0.9591836734693878,0.8808203991130821,0.23076923076923078
energy_bin,energy_mid,gradient_boosted_trees,153,72,0.47058823529411764,0.9350137174211247,0.8773148148148148,57,15,3,78,-0.0636083639822688,0.10543318592974948,14.13635477650136,7.168654921609014,0.38461538461538464,0.9262820512820513,0.941220238095238,0.16339869281045752
energy_bin,energy_high,joint_sequence_transformer,158,55,0.34810126582278483,0.536475869809203,0.5224466891133558,70,7,70,11,-0.3588263975598934,0.2118125802698881,14.432559570011502,6.829714095998575,0.4520547945205479,0.5224646983311938,0.5512820512820513,0.5253164556962026
energy_bin,energy_low,joint_sequence_transformer,169,62,0.3668639053254438,0.4657534246575342,0.4714611872146119,80,16,65,8,0.0600200916679449,0.16477808752862091,13.7413325850792,7.602908473997976,0.4044943820224719,0.7244897959183674,0.43385070214338506,0.2485207100591716
energy_bin,energy_mid,joint_sequence_transformer,153,63,0.4117647058823529,0.5456104252400549,0.5061728395061729,64,8,71,10,-0.0397640007136251,0.1609639859677918,13.629450224190014,5.744966859956116,0.3717948717948718,0.5076923076923077,0.5825892857142857,0.43137254901960786
energy_bin,energy_high,mlp,158,72,0.45569620253164556,0.7062690396023729,0.6901555234888568,54,23,26,55,-0.29969047232450396,0.18856792467853126,15.306734455394963,8.437255442398701,0.3835616438356164,0.7663671373555841,0.6339743589743589,0.12025316455696203
energy_bin,energy_low,mlp,169,69,0.40828402366863903,0.6740867579908676,0.5851883561643836,90,6,56,17,0.0524700270415641,0.18585754054782858,12.003195057295509,6.41788629965107,0.42696629213483145,0.9081632653061223,0.6541019955654103,0.15976331360946747
energy_bin,energy_mid,mlp,153,72,0.47058823529411764,0.7906378600823045,0.7029320987654322,63,9,38,43,-0.0464838407591692,0.16087038750191196,12.21876982402,6.012829822895763,0.34615384615384615,0.7916666666666666,0.8035714285714286,0.1568627450980392
energy_bin,energy_high,ridge,158,64,0.4050632911392405,0.7421837421837422,0.6895141895141895,52,25,24,57,-0.32511774130126575,0.1515036417148963,14.468851369903533,7.135513898949178,0.3835616438356164,0.8055198973042362,0.6685897435897435,0.0949367088607595
energy_bin,energy_low,ridge,169,66,0.3905325443786982,0.8692922374429224,0.7684788812785388,91,5,30,43,-0.0023209708909347,0.08625119694076039,12.376132165731173,7.240625400169245,0.42696629213483145,0.9693877551020409,0.8523651145602366,0.11834319526627218
energy_bin,energy_mid,ridge,153,77,0.5032679738562091,0.8465363511659808,0.7345679012345678,64,8,34,47,-0.0940331724554957,0.1205200247211117,13.41621682614886,6.239503387151031,0.28205128205128205,0.8198717948717948,0.8898809523809523,0.1111111111111111
energy_bin,energy_high,template_residual_boosted_stack_new,158,68,0.43037974683544306,0.8576238576238576,0.7827481160814493,54,23,11,70,-0.3430279273688085,0.16415496202947297,14.024358191734837,6.58026580417371,0.3150684931506849,0.9184852374839538,0.7948717948717949,0.20253164556962025
energy_bin,energy_low,template_residual_boosted_stack_new,169,73,0.4319526627218935,0.8767836757990868,0.8210616438356164,84,12,17,56,0.027106075990539,0.09152063993830288,13.531531213680251,7.537425239974763,0.3258426966292135,0.9387755102040817,0.8604028085735402,0.21301775147928995
energy_bin,energy_mid,template_residual_boosted_stack_new,153,76,0.49673202614379086,0.9410150891632373,0.8773148148148148,57,15,3,78,-0.07456368542431735,0.10706198065841564,13.574255436812049,7.53523801480417,0.2948717948717949,0.9205128205128205,0.9635416666666666,0.17647058823529413
timing_bin,time_early,1d_cnn,148,62,0.4189189189189189,1.0,0.9965986394557823,146,1,0,1,-0.11885347123145285,0.16727927095886805,14.549996504927206,4.4292186694123865,0.3384615384615385,,1.0,0.033783783783783786
timing_bin,time_late,1d_cnn,168,75,0.44642857142857145,0.32310364794441226,0.44528083381586564,3,8,60,97,-0.1004716443003157,0.15198621132730214,10.6340107324025,4.842468203397259,0.3448275862068966,0.2596153846153846,0.4114285714285714,0.20238095238095238
timing_bin,time_mid,1d_cnn,164,77,0.4695121951219512,0.6383042245111211,0.6082997462307806,55,32,32,45,-0.1639927837835524,0.22427240936079926,12.642336701619309,4.073732842871853,0.3522727272727273,0.7246753246753247,0.5687830687830688,0.08536585365853659
timing_bin,time_early,deltaE_over_E_likelihood_template,148,42,0.28378378378378377,0.9931972789115646,0.9795918367346939,141,6,0,1,-0.0755966949577985,0.16274154539472277,11.841519668355323,7.863699896071264,0.5230769230769231,,1.0,0.0
timing_bin,time_late,deltaE_over_E_likelihood_template,168,44,0.2619047619047619,0.2964678633468442,0.41574985524030106,2,9,55,102,-0.1267529910600427,0.14725773117496027,8.613246299469669,8.781889108408881,0.6206896551724138,0.29166666666666663,0.35238095238095235,0.0
timing_bin,time_mid,deltaE_over_E_likelihood_template,164,37,0.22560975609756098,0.5965069413345274,0.6350201522615315,54,33,27,50,-0.0582608620502743,0.23675239921824337,10.475140131887484,5.068930943091655,0.6590909090909091,0.7073593073593074,0.5141093474426808,0.0
timing_bin,time_early,gradient_boosted_trees,148,64,0.43243243243243246,0.9727891156462585,0.9795918367346939,141,6,0,1,-0.0355662874028496,0.1602846919302161,15.54887283196525,9.046456180070408,0.2923076923076923,,0.9574468085106382,0.05405405405405406
timing_bin,time_late,gradient_boosted_trees,168,74,0.44047619047619047,0.6826867400115807,0.5176606832657789,2,9,23,134,-0.0740107922802988,0.18958311550504536,11.36117618224207,7.080658497241377,0.3448275862068966,0.7115384615384616,0.6495238095238096,0.32142857142857145
timing_bin,time_mid,gradient_boosted_trees,164,69,0.42073170731707316,0.806090461262875,0.7071951037468279,53,34,15,62,-0.119402266713911,0.2225976006326193,14.387445174218396,7.038200771809394,0.4318181818181818,0.8528138528138527,0.7627865961199294,0.22560975609756098
timing_bin,time_early,joint_sequence_transformer,148,51,0.34459459459459457,0.9727891156462585,0.945578231292517,131,16,0,1,-0.052216843339963,0.18743631753453693,14.21793463463774,5.407781213201784,0.4153846153846154,,0.9574468085106383,0.12162162162162163
timing_bin,time_late,joint_sequence_transformer,168,65,0.3869047619047619,0.2999420961204401,0.39143022582513026,7,4,134,23,-0.048665308585888,0.17680877470971268,13.253514115435529,8.798151438516546,0.40229885057471265,0.391025641025641,0.24,0.5476190476190477
timing_bin,time_mid,joint_sequence_transformer,164,64,0.3902439024390244,0.5014181221077773,0.4692491416629348,76,11,72,5,-0.09606549320269644,0.2598031235774609,14.626732615031804,6.674003878544847,0.4090909090909091,0.535064935064935,0.486331569664903,0.49390243902439024
timing_bin,time_early,mlp,148,62,0.4189189189189189,1.0,0.9965986394557823,146,1,0,1,-0.06075290569407555,0.19177895143883664,13.850622618752038,6.318382868233137,0.4,,1.0,0.0472972972972973
timing_bin,time_late,mlp,168,78,0.4642857142857143,0.2918355529820498,0.3815865662999421,3,8,80,77,-0.1073589803413611,0.26444347275034125,11.791571319111295,6.658492126220432,0.367816091954023,0.3846153846153846,0.2590476190476191,0.2619047619047619
timing_bin,time_mid,mlp,164,73,0.4451219512195122,0.5974025974025975,0.5735930735930735,58,29,40,37,-0.0855791817225281,0.24463270415001345,13.212301830787514,5.842839608356185,0.3977272727272727,0.6675324675324674,0.5577601410934745,0.11585365853658537
timing_bin,time_early,ridge,148,60,0.40540540540540543,0.9931972789115646,0.9965986394557823,146,1,0,1,-0.0623431411802854,0.181537585386636,16.159730714920904,7.630233652040674,0.38461538461538464,,1.0,0.033783783783783786
timing_bin,time_late,ridge,168,75,0.44642857142857145,0.3144180660104227,0.4771279675738274,3,8,50,107,-0.0934519738340965,0.1756924940749514,12.337013615224262,8.064314424226252,0.3333333333333333,0.29166666666666663,0.37523809523809526,0.17857142857142858
timing_bin,time_mid,ridge,164,72,0.43902439024390244,0.6324824600686669,0.5865800865800865,58,29,38,39,-0.1257168332084553,0.20699984174171518,12.783842267814764,5.565222095835793,0.38636363636363635,0.7246753246753247,0.5590828924162258,0.10365853658536585
timing_bin,time_early,template_residual_boosted_stack_new,148,67,0.4527027027027027,0.9795918367346939,0.9795918367346939,141,6,0,1,-0.0541548304565994,0.17881181050778788,15.469278110701705,7.813485824217814,0.26153846153846155,,0.9680851063829787,0.05405405405405406
timing_bin,time_late,template_residual_boosted_stack_new,168,76,0.4523809523809524,0.6687898089171975,0.5399536768963521,2,9,16,141,-0.09204592072005616,0.1958467545297913,11.246882378216267,6.726148091143313,0.2988505747126437,0.733974358974359,0.6114285714285713,0.30357142857142855
timing_bin,time_mid,template_residual_boosted_stack_new,164,74,0.45121951219512196,0.7723540826989103,0.7014479773100464,52,35,15,62,-0.11677832634536965,0.20637726147264857,14.002785683537187,7.235211256241791,0.36363636363636365,0.8329004329004328,0.7244268077601411,0.21951219512195122
stave,B2,1d_cnn,132,43,0.32575757575757575,0.8067420918956361,0.7141537751096745,63,8,28,33,-0.1562579922280703,0.22604286351327604,10.326801969902956,3.3136628152390846,0.4852941176470588,0.8292857142857142,0.8027295285359802,0.11363636363636363
stave,B4,1d_cnn,108,48,0.4444444444444444,0.7959326788218793,0.6577840112201964,39,7,33,29,-0.0581519239204986,0.20433837264417481,12.849590461208962,4.857954301157061,0.4,0.7839335180055401,0.8105081826012059,0.12962962962962962
stave,B6,1d_cnn,121,59,0.48760330578512395,0.7822404371584699,0.735655737704918,44,17,15,45,-0.1312597006063383,0.20544331530066814,13.795719104867912,4.3572475657610505,0.2786885245901639,0.711111111111111,0.8256038647342995,0.09090909090909091
stave,B8,1d_cnn,119,64,0.5378151260504201,0.8800229621125143,0.7789896670493686,58,9,16,36,-0.1460964055892717,0.1811093383257923,14.627435798955359,4.164186626324334,0.19642857142857142,0.8858024691358025,0.879951980792317,0.1092436974789916
stave,B2,deltaE_over_E_likelihood_template,132,25,0.1893939393939394,0.824059108750866,0.7235049642114985,62,9,26,35,0.0255453818406883,0.1691574393459241,5.826183786475327,4.38219951160335,0.7352941176470589,0.8814285714285715,0.7816377171215881,0.0
stave,B4,deltaE_over_E_likelihood_template,108,12,0.1111111111111111,0.7387798036465638,0.6388499298737728,38,8,34,28,-0.080389445754509,0.17019410471134516,7.473603025625699,4.833682005117769,0.8181818181818182,0.8144044321329641,0.7278208440999138,0.0
stave,B6,deltaE_over_E_likelihood_template,121,40,0.3305785123966942,0.7095628415300547,0.7442622950819673,42,19,12,48,-0.1120870563453538,0.17089347378395026,13.42657994734082,7.692323282238215,0.4918032786885246,0.7244444444444444,0.7159420289855073,0.0
stave,B8,deltaE_over_E_likelihood_template,119,46,0.3865546218487395,0.8223306544202067,0.8142939150401838,55,12,10,42,-0.10997588532462915,0.18815584132887903,13.36260091687738,7.4829175643327055,0.375,0.8796296296296297,0.7947178871548619,0.0
stave,B2,gradient_boosted_trees,132,41,0.3106060606060606,0.9244978065111984,0.8148233664280766,61,10,14,47,-0.1059417695654838,0.1983358623574965,11.89293758266945,4.713362287497053,0.5147058823529411,0.9521428571428572,0.8784119106699751,0.26515151515151514
stave,B4,gradient_boosted_trees,108,48,0.4444444444444444,0.896914446002805,0.832398316970547,38,8,10,52,-0.0476281334347357,0.1719182520485159,13.847667912670662,7.012697941018235,0.38181818181818183,0.9916897506925209,0.8311800172265289,0.35185185185185186
stave,B6,gradient_boosted_trees,121,58,0.4793388429752066,0.8795081967213114,0.7943989071038251,41,20,5,55,-0.10044971909307354,0.21818579797552967,14.115187849284116,8.280979406416087,0.29508196721311475,0.7955555555555556,0.9120772946859904,0.08264462809917356
stave,B8,gradient_boosted_trees,119,60,0.5042016806722689,0.9207807118254879,0.8313719862227325,56,11,9,43,-0.07836436285931339,0.2098967585753136,15.568660065797857,5.900759763723269,0.23214285714285715,0.9351851851851852,0.9153661464585834,0.13445378151260504
stave,B2,joint_sequence_transformer,132,36,0.2727272727272727,0.5400600323250981,0.49526668205957053,68,3,59,2,-0.0432350712836373,0.23140861814404595,11.839784462779912,5.233695769623404,0.5147058823529411,0.5307142857142857,0.5397022332506203,0.3409090909090909
stave,B4,joint_sequence_transformer,108,43,0.39814814814814814,0.5035063113604489,0.5049088359046283,42,4,56,6,0.0108943853119479,0.23044913215223584,14.21793463463774,7.272166265820673,0.43636363636363634,0.4210526315789474,0.5529715762273902,0.3148148148148148
stave,B6,joint_sequence_transformer,121,49,0.4049586776859504,0.5592896174863388,0.5424863387978142,55,6,49,11,-0.0737628151881071,0.2232969321861814,14.339439690093071,7.093553960921227,0.3770491803278688,0.4755555555555555,0.5850241545893721,0.4793388429752066
stave,B8,joint_sequence_transformer,119,52,0.4369747899159664,0.4557979334098737,0.4618254879448909,49,18,42,10,-0.08406794090291415,0.23778732723487597,15.893467858913716,6.642882312977235,0.2857142857142857,0.6481481481481481,0.37515006002400964,0.453781512605042
stave,B2,mlp,132,39,0.29545454545454547,0.7857307781112907,0.715308242900023,62,9,27,34,-0.0795330594222131,0.23297498807363665,10.71163196337471,5.846415035717672,0.5588235294117647,0.8514285714285715,0.7158808933002482,0.09848484848484848
